TotalBsmtSF,LogSalePrice,BsmtHasBath,BsmtQual_Ex,BsmtQual_Fa,BsmtQual_Gd,BsmtQual_TA,BsmtCond_Fa,BsmtCond_Gd,BsmtCond_Po,BsmtCond_TA,BsmtExposure_Av,BsmtExposure_Gd,BsmtExposure_Mn,BsmtExposure_No,BsmtFinType1_ALQ,BsmtFinType1_BLQ,BsmtFinType1_GLQ,BsmtFinType1_LwQ,BsmtFinType1_Rec,BsmtFinType1_Unf,BsmtScore,Id,MiscVal,MoSold,MiscFeature_Gar2,MiscFeature_Othr,MiscFeature_Shed,MiscFeature_TenC,SaleType_COD,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleCondition_Abnorml,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Partial
698,11.94194433,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-0.049338,290,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1079,12.35978037,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0.19637,291,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
780,11.8196746,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,-0.197779,292,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
768,11.7829526,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-0.069686,293,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
795,12.36734079,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,-0.044131,294,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1416,12.02574909,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.032294,295,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1003,11.86709728,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.019711,296,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
910,11.9316358,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,-0.054403,297,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
975,12.38421883,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0.203888,298,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
702,12.07254125,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,-0.044131,299,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1092,11.97350987,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-0.055994,300,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1165,11.96400108,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,-0.005875,301,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1028,12.49500394,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.297241,302,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1541,12.23076526,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.208953,303,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
894,11.91772368,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,-0.044131,304,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1470,12.59473064,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-0.049338,305,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,12.63101353,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.290585,306,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
700,12.32385568,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0.21416,307,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319,11.4019939,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-0.049338,308,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
861,11.32055357,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,-0.054403,309,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1896,12.79385931,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.618267,310,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
697,12.01733052,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0.220816,311,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
972,11.7905572,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,-0.044131,312,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
793,11.69441334,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0.249584,313,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2136,12.8346813,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0.285759,314,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
728,12.08953883,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0.000809,315,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
716,12.14685329,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.290585,316,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
845,12.46843691,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.290585,317,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1088,12.50617724,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0.19637,318,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1347,12.46843691,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.362184,319,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1372,12.14153412,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.278002,320,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1249,12.74444437,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.529604,321,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1136,12.77705219,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.534085,322,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1502,12.61486554,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,-0.004743,323,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1162,11.74542511,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,-0.044131,324,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
710,12.39669301,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.208953,325,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
720,11.3736634,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,-0.066986,326,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1719,12.68849879,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.362184,327,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1383,11.88621167,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,-0.057235,328,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
844,12.27606502,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-0.049338,329,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
596,11.26446411,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0.005846,330,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1728,11.68687877,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.032294,331,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1056,11.84222921,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,-0.063891,332,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3206,12.55672952,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.290585,333,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1358,12.24047407,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.278002,334,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
943,12.16525065,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.362184,335,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1499,12.34125892,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0.027468,336,700,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1922,12.8411298,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.618267,337,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1536,12.27373129,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.278002,338,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1208,12.21849517,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0.269344,339,400,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1215,11.9511804,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,-0.191123,340,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
967,12.22046853,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.208953,341,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
721,11.31447453,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,-0.183226,342,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,11.37939407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,343,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1684,12.49125159,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.553324,344,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
536,11.35040654,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0.201056,345,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
972,11.85082525,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-0.049338,346,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
958,11.9283409,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0.000781,347,15500,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1478,11.96718074,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,-0.061059,348,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
764,11.94470788,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.290585,349,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1848,12.98804081,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.546668,350,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1869,12.66999847,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.465036,351,0,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1453,12.15477935,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.362184,352,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
616,11.46163217,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,-0.155046,353,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
624,11.57025053,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-0.049338,354,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
940,11.8493977,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-0.069686,355,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1200,12.08672589,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0.291311,356,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1158,12.06104687,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.290585,357,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1142,11.80559508,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0.21416,358,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1062,11.77528973,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,-0.073642,359,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1086,12.54254488,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.278002,360,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
888,11.95761129,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.278002,361,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
883,11.88448902,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,-0.063891,362,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,12.19854438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
483,11.6784399,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,-0.037475,364,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
796,12.15477935,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0.345769,365,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
672,11.89818787,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,-0.191123,366,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1394,11.97665948,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0.197232,367,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1099,12.01370075,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.362184,368,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1268,11.7905572,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-0.069686,369,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1063,11.99535161,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,-0.044131,370,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
953,12.05757264,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.208953,371,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,11.80881377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
744,11.73606902,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0.21416,373,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
608,11.71993963,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,-0.061059,374,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
847,12.29910751,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.208953,375,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
683,11.01862914,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,-0.716057,376,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
870,11.90496755,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.284658,377,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1580,12.7367009,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.208953,378,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1856,12.88520203,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.534085,379,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
982,12.09514108,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.208953,380,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1026,11.75194237,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-0.069686,381,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1293,12.14286657,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0.279448,382,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
939,12.27139211,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0.19637,383,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
784,11.23848862,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,-0.234562,384,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1580,12.3883942,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.278002,385,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1256,12.16525065,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.297241,386,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
658,11.30220443,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-0.049338,387,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1041,11.73606902,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,-0.056714,388,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1468,12.16002871,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.208953,389,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1682,12.96219463,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.534085,390,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
861,11.68687877,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.01326,391,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
804,12.27839331,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0.470243,392,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,11.57590026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393,1200,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
788,11.51292546,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,-0.057235,394,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
735,11.59910316,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-0.049338,395,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1144,11.76756768,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,-0.073642,396,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
894,11.71993963,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,-0.069818,397,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
864,12.04060821,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,-0.037475,398,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
961,11.1124479,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,-0.775935,399,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1092,12.39255221,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.290585,400,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1260,12.41105223,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.290585,401,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1310,12.01364014,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.284658,402,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
672,11.58988651,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-0.049338,403,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1141,12.46071486,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.208953,404,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
806,12.03171926,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.208953,405,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1281,11.91839057,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,-0.061059,406,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1064,11.65268741,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-0.049338,407,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
840,12.08390501,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.208953,408,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1063,12.54254488,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0.542187,409,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1034,12.73596533,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.546668,410,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1276,11.00209984,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,-0.183226,411,0,6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1056,11.88448902,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,-0.008707,412,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1470,12.31043266,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.534085,413,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1008,11.65268741,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-0.049338,414,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1080,12.33710091,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0.197232,415,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1340,12.10699237,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.284658,416,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
672,11.91505167,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,-0.037475,417,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1370,12.38421883,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0.197232,418,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
756,11.74403719,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,-0.044131,419,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1056,11.86358234,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,-0.061059,420,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1344,12.2370867,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0.439335,421,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1602,12.27839331,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0.21416,422,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
988,11.6351431,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-0.049338,423,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1470,12.66032792,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.290585,424,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1196,11.84222921,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.181949,425,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
651,11.81303006,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-0.049338,426,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1518,12.52452638,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.362184,427,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
907,11.59917655,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,-0.057235,428,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1208,12.18280402,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.290585,429,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1392,12.07254125,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0.345769,430,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
483,11.35510138,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,-0.037475,431,0,7,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
901,11.28853113,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-0.049338,432,0,9,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
765,11.71586631,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,-0.044131,433,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
926,12.10625231,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.208953,434,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
630,11.30220443,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0.201577,435,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
799,12.26434155,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.278002,436,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
