TotalBsmtSF,LogSalePrice,BsmtHasBath,BsmtQual_Ex,BsmtQual_Fa,BsmtQual_Gd,BsmtQual_TA,BsmtCond_Fa,BsmtCond_Gd,BsmtCond_Po,BsmtCond_TA,BsmtExposure_Av,BsmtExposure_Gd,BsmtExposure_Mn,BsmtExposure_No,BsmtFinType1_ALQ,BsmtFinType1_BLQ,BsmtFinType1_GLQ,BsmtFinType1_LwQ,BsmtFinType1_Rec,BsmtFinType1_Unf,BsmtScore,Id,MiscFeature,MiscVal,MoSold,SaleType,SaleCondition
1468,12.16002871,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.208953,389,No Feature,0,7,WD,Normal
1682,12.96219463,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.534085,390,No Feature,0,8,New,Partial
861,11.68687877,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.01326,391,No Feature,0,4,WD,Normal
804,12.27839331,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0.470243,392,No Feature,0,6,WD,Normal
0,11.57590026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393,Shed,1200,7,WD,Normal
788,11.51292546,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,-0.057235,394,No Feature,0,4,WD,Abnorml
735,11.59910316,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-0.049338,395,No Feature,0,7,WD,Normal
1144,11.76756768,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,-0.073642,396,No Feature,0,6,WD,Normal
894,11.71993963,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,-0.069818,397,No Feature,0,9,WD,Normal
864,12.04060821,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,-0.037475,398,No Feature,0,7,WD,Normal
961,11.1124479,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,-0.775935,399,No Feature,0,11,WD,Abnorml
1092,12.39255221,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.290585,400,No Feature,0,10,WD,Normal
1260,12.41105223,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.290585,401,No Feature,0,12,WD,Normal
1310,12.01364014,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.284658,402,No Feature,0,7,New,Partial
672,11.58988651,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-0.049338,403,No Feature,0,8,WD,Normal
1141,12.46071486,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.208953,404,No Feature,0,7,WD,Abnorml
806,12.03171926,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.208953,405,No Feature,0,5,WD,Normal
1281,11.91839057,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,-0.061059,406,No Feature,0,6,WD,Normal
1064,11.65268741,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-0.049338,407,No Feature,0,3,WD,Normal
840,12.08390501,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.208953,408,No Feature,0,3,WD,Normal
1063,12.54254488,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0.542187,409,No Feature,0,8,New,Partial
1034,12.73596533,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.546668,410,No Feature,0,4,New,Partial
1276,11.00209984,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,-0.183226,411,No Feature,0,6,COD,Abnorml
1056,11.88448902,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,-0.008707,412,No Feature,0,1,WD,Normal
1470,12.31043266,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.534085,413,No Feature,0,6,New,Partial
1008,11.65268741,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-0.049338,414,No Feature,0,3,WD,Normal
1080,12.33710091,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0.197232,415,No Feature,0,12,WD,Normal
1340,12.10699237,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.284658,416,No Feature,0,8,New,Partial
672,11.91505167,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,-0.037475,417,No Feature,0,3,WD,Normal
1370,12.38421883,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0.197232,418,No Feature,0,11,WD,Normal
756,11.74403719,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,-0.044131,419,No Feature,0,4,WD,AdjLand
1056,11.86358234,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,-0.061059,420,No Feature,0,7,WD,Normal
1344,12.2370867,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0.439335,421,No Feature,0,11,WD,Alloca
1602,12.27839331,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0.21416,422,No Feature,0,6,WD,Normal
988,11.6351431,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-0.049338,423,No Feature,0,2,WD,Normal
1470,12.66032792,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.290585,424,No Feature,0,6,WD,Normal
1196,11.84222921,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.181949,425,No Feature,0,5,WD,Normal
651,11.81303006,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-0.049338,426,No Feature,0,9,WD,Normal
1518,12.52452638,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.362184,427,No Feature,0,8,WD,Normal
907,11.59917655,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,-0.057235,428,No Feature,0,7,WD,Normal
1208,12.18280402,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.290585,429,No Feature,0,9,New,Partial
1392,12.07254125,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0.345769,430,No Feature,0,3,WD,Normal
483,11.35510138,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,-0.037475,431,No Feature,0,7,COD,Abnorml
901,11.28853113,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-0.049338,432,No Feature,0,9,ConLD,Abnorml
765,11.71586631,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,-0.044131,433,No Feature,0,8,WD,Normal
926,12.10625231,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.208953,434,No Feature,0,7,WD,Normal
630,11.30220443,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0.201577,435,No Feature,0,6,WD,Normal
799,12.26434155,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.278002,436,No Feature,0,4,ConLw,Normal
648,11.66134547,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-0.100674,437,No Feature,0,10,WD,Normal
884,11.68687877,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-0.049338,438,No Feature,0,1,WD,Normal
440,11.4114463,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-0.069686,439,No Feature,0,3,WD,Normal
684,11.60823564,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,-0.128042,440,Shed,800,8,ConLI,Normal
3094,13.22672339,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.618267,441,No Feature,0,4,WD,Normal
1440,11.6784399,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,-0.037475,442,No Feature,0,9,WD,Normal
1078,12.00089179,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-0.049338,443,No Feature,0,6,WD,Normal
1258,12.05815252,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0.452453,444,No Feature,0,6,New,Partial
915,12.25486281,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.290585,445,No Feature,0,7,WD,Normal
1436,11.75587164,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-0.049338,446,No Feature,0,11,COD,Normal
1517,12.15477935,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,-0.037475,447,No Feature,0,6,WD,Normal
930,12.20557252,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.208953,448,No Feature,0,7,WD,Normal
780,11.69107165,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-0.049338,449,No Feature,0,6,WD,Normal
649,11.69524702,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,-0.037475,450,No Feature,0,6,WD,Normal
813,11.60823564,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-0.049338,451,No Feature,0,6,WD,Normal
1533,12.54254488,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0.285759,452,No Feature,0,12,WD,Normal
872,12.22587527,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0.470243,453,No Feature,0,7,WD,Normal
768,12.25486281,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.208953,454,No Feature,0,6,WD,Normal
1728,12.14419724,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,-0.044131,455,No Feature,0,7,WD,Family
1242,12.07539432,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,-0.037475,456,No Feature,0,9,WD,Normal
624,11.49272276,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-0.049338,457,No Feature,0,5,COD,Abnorml
1364,12.45293272,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0.268831,458,No Feature,0,3,WD,Normal
588,11.98915964,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-0.049338,459,No Feature,0,6,WD,Normal
709,11.60823564,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-0.076342,460,No Feature,0,7,WD,Normal
832,12.48156194,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.290585,461,No Feature,0,12,New,Partial
560,11.9511804,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0.291311,462,No Feature,0,4,WD,Normal
864,11.04104808,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,-0.057235,463,No Feature,0,12,WD,Normal
715,12.14791373,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-0.069686,464,No Feature,0,8,WD,Normal
1040,11.72803684,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0.201056,465,No Feature,0,8,WD,Normal
1375,12.09368751,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.208953,466,No Feature,0,5,WD,Normal
1277,12.02574909,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0.181044,467,No Feature,0,4,WD,Normal
728,11.89478071,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-0.069686,468,No Feature,0,6,WD,Normal
1626,12.4292162,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.208953,469,No Feature,0,5,WD,Normal
832,12.1388639,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.297241,470,No Feature,0,6,WD,Normal
1488,12.26434155,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.278002,471,No Feature,0,6,WD,Normal
808,12.15477935,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.208953,472,No Feature,0,11,WD,Normal
547,11.90496755,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.362184,473,No Feature,0,6,WD,Normal
1976,12.99453001,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.618267,474,No Feature,0,7,New,Partial
1494,12.43320822,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.278002,475,No Feature,0,8,WD,Normal
970,11.79433792,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.032294,476,No Feature,0,7,WD,Normal
1478,12.24961095,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.362184,477,No Feature,0,4,WD,Normal
2153,12.84792653,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0.19637,478,No Feature,0,3,WD,Normal
1705,12.60148742,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.618267,479,No Feature,0,9,WD,Normal
907,11.40166983,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,-0.108571,480,No Feature,0,3,WD,Alloca
1833,12.69465266,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.618267,481,No Feature,0,3,WD,Normal
1792,12.83201108,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.618267,482,No Feature,0,8,WD,Normal
910,11.9511804,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,-0.044131,483,No Feature,0,6,WD,Normal
1216,12.00762171,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.546668,484,No Feature,0,5,WD,Normal
999,11.79433792,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,-0.044131,485,No Feature,0,3,WD,Normal
1113,11.89818787,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,-0.037475,486,No Feature,0,7,WD,Normal
1073,11.95761129,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,-0.044131,487,No Feature,0,6,WD,Normal
1484,12.07254125,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0.208233,488,No Feature,0,2,WD,Normal
954,11.98292909,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,-0.188291,489,No Feature,0,5,ConLD,Normal
630,11.36210258,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.278002,490,No Feature,0,5,WD,Normal
264,11.65268741,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0.264137,491,No Feature,0,6,WD,Normal
806,11.79810441,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,-0.061059,492,No Feature,0,8,WD,Normal
728,12.05980333,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.208953,493,No Feature,0,5,New,Partial
1269,11.9511804,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,-0.054403,494,No Feature,0,6,WD,Normal
190,11.42190607,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-0.100674,495,No Feature,0,12,WD,Normal
720,10.46024211,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,-0.057235,496,No Feature,0,11,WD,Abnorml
3200,12.97154049,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.290585,497,No Feature,0,5,WD,Normal
1026,12.12269104,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,-0.063891,498,No Feature,0,6,WD,Normal
864,11.77528973,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,-0.037475,499,No Feature,0,6,WD,Normal
912,11.69524702,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,-0.061059,500,Shed,480,6,WD,Normal
672,11.6351431,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,-0.054403,501,No Feature,0,5,WD,Normal
866,12.33138284,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.297241,502,No Feature,0,2,WD,Normal
1214,11.8493977,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,-0.044131,503,Shed,400,4,WD,Normal
1501,12.57418197,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,-0.044131,504,No Feature,0,3,WD,Normal
855,11.89818787,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,-0.044131,505,No Feature,0,6,WD,Normal
960,11.73206099,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-0.049338,506,No Feature,0,7,COD,Normal
777,12.27839331,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.297241,507,No Feature,0,9,WD,Normal
1218,12.24673463,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.297241,508,No Feature,0,9,New,Partial
689,11.98915964,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,-0.057235,509,No Feature,0,10,WD,Normal
1041,11.73206099,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,-0.044131,510,No Feature,0,7,WD,Normal
1008,12.01309451,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,-0.061059,511,Shed,2000,6,WD,Normal
1368,12.21930965,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.208953,512,No Feature,0,3,New,Partial
864,11.7745202,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,-0.061059,513,No Feature,0,7,WD,Normal
1084,11.80559508,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,-0.037475,514,No Feature,0,6,WD,Normal
768,11.47729829,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-0.049338,515,No Feature,0,6,WD,Normal
2006,12.90634687,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.546668,516,No Feature,0,9,New,Partial
689,11.97035031,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-0.049338,517,No Feature,0,8,COD,Abnorml
1264,12.4874851,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.208953,518,No Feature,0,7,WD,Normal
794,12.25961341,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0.345769,519,No Feature,0,5,WD,Normal
1276,12.36307639,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.208953,520,No Feature,0,6,WD,Normal
0,11.57355009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,521,No Feature,0,8,WD,Normal
1244,11.91839057,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,-0.057235,522,No Feature,0,5,WD,Normal
1004,11.97665948,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,-0.037475,523,No Feature,0,10,WD,Normal
3138,12.12675884,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.618267,524,No Feature,0,10,New,Partial
1379,12.66270604,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.290585,525,No Feature,0,8,WD,Normal
1257,12.07823927,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.208953,526,No Feature,0,4,WD,Normal
928,11.7905572,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0.201056,527,No Feature,0,6,WD,Normal
1452,13.00865926,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.534085,528,No Feature,0,11,New,Partial
528,11.36210258,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0.011053,529,No Feature,0,7,WD,Normal
2035,12.20918779,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,-0.063891,530,No Feature,0,3,WD,Alloca
1461,12.07254125,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.278002,531,No Feature,0,8,WD,Abnorml
611,11.75978554,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,-0.179378,532,No Feature,0,6,WD,Normal
0,11.58524613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,533,No Feature,0,4,WD,Normal
0,10.5789798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,534,No Feature,0,1,WD,Normal
707,12.08953883,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.529604,535,No Feature,0,10,WD,Normal
1117,11.58524613,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.362184,536,No Feature,0,1,WD,Normal
880,12.14419724,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0.19637,537,No Feature,0,7,WD,Normal
864,11.6195352,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,-0.054403,538,No Feature,0,4,COD,Normal
1051,11.97035031,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,-0.054403,539,No Feature,0,7,WD,Normal
1581,12.51355735,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.278002,540,Shed,2000,5,WD,Normal
1838,12.66032792,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.534085,541,No Feature,0,3,WD,Normal
969,12.42118403,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.208953,542,No Feature,0,6,WD,Normal
1650,12.27022047,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.438032,543,No Feature,0,6,WD,Normal
723,11.79810441,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.278002,544,No Feature,0,6,WD,Normal
654,12.09884928,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0.355153,545,No Feature,0,9,New,Partial
1204,12.34147728,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0.374392,546,No Feature,0,2,WD,Normal
1065,12.25486281,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0.201056,547,No Feature,0,5,WD,Normal
768,11.77143616,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0.201577,548,No Feature,0,4,WD,Normal
825,11.73606902,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-0.076342,549,No Feature,0,6,WD,Normal
912,12.47990931,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.208953,550,No Feature,0,11,WD,Normal
1069,11.8493977,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0.220816,551,No Feature,0,10,COD,Abnorml
928,11.6307085,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,-0.057235,552,No Feature,0,6,WD,Normal
1709,12.45097769,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0.452453,553,No Feature,0,7,WD,Normal
0,11.58988651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,554,No Feature,0,5,WD,Normal
998,12.55672952,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.290585,555,No Feature,0,8,WD,Normal
993,11.6351431,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,-0.183226,556,No Feature,0,8,WD,Normal
1092,11.85651517,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,-0.063891,557,No Feature,0,5,WD,Normal
637,11.58988651,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,-0.057235,558,No Feature,0,9,COD,Normal
729,12.07254125,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.362184,559,No Feature,0,8,WD,Normal
1374,12.36307639,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0.280552,560,No Feature,0,10,WD,Normal
1392,11.70766954,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0.21416,561,No Feature,0,5,WD,Normal
1389,12.04355372,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0.201577,562,No Feature,0,4,WD,Normal
996,11.58988651,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,-0.061059,563,No Feature,0,7,WD,Normal
1163,12.1281111,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0.264137,564,No Feature,0,7,WD,Normal
1095,12.49874226,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.290585,565,No Feature,0,7,WD,Normal
806,11.75978554,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.202297,566,No Feature,0,5,WD,Normal
1122,12.69158046,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0.286104,567,No Feature,0,6,WD,Normal
1517,12.27373129,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.297241,568,No Feature,0,3,WD,Normal
1496,12.66539443,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.362184,569,No Feature,0,9,WD,Normal
943,11.820116,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.362184,570,No Feature,0,12,WD,Normal
1728,11.86779879,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-0.069686,571,No Feature,0,11,WD,Normal
864,11.69524702,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,-0.061059,572,No Feature,0,10,WD,Abnorml
846,12.32163099,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0.452453,573,No Feature,0,7,New,Partial
384,12.04355372,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.208953,574,No Feature,0,12,WD,Normal
372,11.84222921,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,-0.056714,575,No Feature,0,12,WD,Normal
832,11.68266824,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,-0.057235,576,No Feature,0,10,COD,Abnorml
861,11.88448902,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-0.055994,577,No Feature,0,8,WD,Normal
1164,12.01066585,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,-0.088925,578,No Feature,0,5,WD,Abnorml
689,11.8913619,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.208953,579,No Feature,0,2,WD,Abnorml
1050,11.78676213,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-0.049338,580,No Feature,0,11,WD,Normal
1144,12.11121236,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,-0.061059,581,No Feature,0,6,WD,Normal
2042,12.4423022,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.465036,582,No Feature,0,8,New,Partial
816,11.68266824,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.278002,583,No Feature,0,5,WD,Normal
1237,12.69158046,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-0.049338,584,No Feature,0,7,WD,Normal
