TotalBsmtSF,LogSalePrice,BsmtHasBath,BsmtQual_Ex,BsmtQual_Fa,BsmtQual_Gd,BsmtQual_TA,BsmtCond_Fa,BsmtCond_Gd,BsmtCond_Po,BsmtCond_TA,BsmtExposure_Av,BsmtExposure_Gd,BsmtExposure_Mn,BsmtExposure_No,BsmtFinType1_ALQ,BsmtFinType1_GLQ,BsmtFinType1_Rec,BsmtFinType1_Unf,BsmtScore,Id,MiscVal,MoSold,MiscFeature_Gar2,MiscFeature_Othr,MiscFeature_Shed,MiscFeature_TenC,SaleType_COD,SaleType_CWD,SaleType_Con,SaleType_New,SaleType_Oth,SaleCondition_AdjLand,SaleCondition_Partial,BsmtFinType1_Low,SaleType_LowCon,SaleCondition_Other
845,12.468436909997665,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0.290585,317,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1088,12.506177237980511,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0.19637,318,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1347,12.468436909997665,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0.36218399999999995,319,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1372,12.141534124392603,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0.27800199999999997,320,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1249,12.7444443677961,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0.5296040000000001,321,0,9,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1136,12.777052192115912,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0.5340849999999999,322,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1502,12.614865543731012,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,-0.004743000000000001,323,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1162,11.745425111208464,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,-0.044131,324,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
710,12.396693005138824,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0.208953,325,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
720,11.37366339763672,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,-0.06698600000000002,326,0,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1719,12.688498794774466,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0.36218399999999995,327,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1383,11.886211674714158,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,-0.057235,328,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
844,12.27606501735021,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,-0.049338,329,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
596,11.26446410567173,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0.005845999999999995,330,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1728,11.686878772093667,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0.032294,331,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1056,11.842229212112828,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,-0.063891,332,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3206,12.556729517143344,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0.290585,333,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1358,12.240474072247506,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0.27800199999999997,334,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
943,12.165250651009918,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0.36218399999999995,335,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1499,12.341258918085241,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0.027468,336,700,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1922,12.841129801965447,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0.6182669999999999,337,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1536,12.273731294003989,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0.27800199999999997,338,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1208,12.218495165528731,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0.26934400000000003,339,400,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1215,11.951180395901384,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,-0.191123,340,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
967,12.220468525813907,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0.208953,341,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
721,11.314474526246391,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,-0.183226,342,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,11.379394072345706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,343,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1684,12.491251587763836,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0.5533239999999999,344,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
536,11.350406535472453,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0.201056,345,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
972,11.850825253582627,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,-0.049338,346,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
958,11.928340903931561,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0.0007809999999999952,347,15500,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1478,11.967180737247824,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,-0.061058999999999995,348,0,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0
764,11.944707881395766,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0.290585,349,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1848,12.988040814744458,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0.5466679999999999,350,0,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1869,12.669998467265833,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0.46503599999999995,351,0,12,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1453,12.154779351142624,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0.36218399999999995,352,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1
616,11.461632170582678,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,-0.155046,353,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0
624,11.570250531589497,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,-0.049338,354,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
940,11.84939770159144,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,-0.069686,355,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1200,12.086725887897607,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0.291311,356,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1158,12.061046873479915,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0.290585,357,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1142,11.805595078933049,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0.21416000000000002,358,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1062,11.77528972943772,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,-0.07364200000000001,359,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1086,12.542544882151386,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0.27800199999999997,360,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
888,11.957611286231675,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0.27800199999999997,361,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
883,11.884489021402711,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,-0.063891,362,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,12.198544379109382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,363,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0
483,11.678439903447801,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,-0.037475,364,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
796,12.154779351142624,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0.345769,365,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
672,11.898187865760873,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,-0.191123,366,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1394,11.976659481202368,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0.19723200000000002,367,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1099,12.013700752882718,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0.36218399999999995,368,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1268,11.790557201568507,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,-0.069686,369,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1063,11.99535161421452,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,-0.044131,370,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
953,12.05757263721173,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0.208953,371,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,11.808813773969108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,372,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
744,11.736069016284437,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0.21416000000000002,373,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
608,11.719939634354555,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,-0.061058999999999995,374,0,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0
847,12.299107511497363,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0.208953,375,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
683,11.018629143155449,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,-0.716057,376,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0
870,11.904967552746252,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0.28465799999999997,377,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1580,12.736700896592344,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0.208953,378,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1856,12.885202034321916,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0.5340849999999999,379,0,6,0,0,0,0,0,0,0,1,0,0,1,0,0,0
982,12.095141084822892,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0.208953,380,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1026,11.751942365440728,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,-0.069686,381,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1293,12.142866569626381,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0.279448,382,0,8,0,0,0,0,0,0,0,1,0,0,1,0,0,0
939,12.271392111650817,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0.19637,383,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
784,11.238488619268468,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,-0.234562,384,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1580,12.388394202324129,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0.27800199999999997,385,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1256,12.165250651009918,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0.297241,386,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
658,11.302204433654575,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,-0.049338,387,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1041,11.736069016284437,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,-0.05671400000000001,388,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1468,12.160028707028767,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0.208953,389,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1682,12.962194625251508,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0.5340849999999999,390,0,8,0,0,0,0,0,0,0,1,0,0,1,0,0,0
861,11.686878772093667,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0.013260000000000001,391,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
804,12.2783933071098,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0.47024299999999997,392,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,11.575900264131617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,393,1200,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0
788,11.512925464970229,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,-0.057235,394,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
735,11.59910316121128,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,-0.049338,395,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1144,11.76756768334381,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,-0.07364200000000001,396,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0
894,11.719939634354555,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,-0.06981800000000002,397,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
864,12.040608205802641,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,-0.037475,398,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
961,11.112447898373103,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,-0.7759349999999999,399,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1092,12.392552212472792,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0.290585,400,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1260,12.411052226216713,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0.290585,401,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1310,12.01364014498549,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0.28465799999999997,402,0,7,0,0,0,0,0,0,0,1,0,0,1,0,0,0
672,11.589886506106357,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,-0.049338,403,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1141,12.460714863903755,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0.208953,404,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1
806,12.031719258385396,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0.208953,405,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1281,11.918390573078392,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,-0.061058999999999995,406,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1064,11.652687407345388,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,-0.049338,407,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
840,12.083905011555967,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0.208953,408,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1063,12.542544882151386,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0.5421870000000001,409,0,8,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1034,12.73596533201339,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0.5466679999999999,410,0,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1276,11.002099841204238,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,-0.183226,411,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1056,11.884489021402711,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,-0.008707,412,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1470,12.310432660854417,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0.5340849999999999,413,0,6,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1008,11.652687407345388,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,-0.049338,414,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1080,12.337100907936577,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0.19723200000000002,415,0,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1340,12.106992367829498,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0.28465799999999997,416,0,8,0,0,0,0,0,0,0,1,0,0,1,0,0,0
672,11.915051671812877,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,-0.037475,417,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1370,12.384218830913648,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0.19723200000000002,418,0,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0
756,11.744037185933616,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,-0.044131,419,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1056,11.863582336583399,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,-0.061058999999999995,420,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1344,12.237086699059343,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0.4393349999999999,421,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1602,12.2783933071098,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0.21416000000000002,422,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
988,11.635143097694478,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,-0.049338,423,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1470,12.66032791780777,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0.290585,424,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1196,11.842229212112828,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0.181949,425,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0
651,11.813030057420567,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,-0.049338,426,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1518,12.524526376648708,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0.36218399999999995,427,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
907,11.59917655301345,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,-0.057235,428,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1208,12.182804018590819,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0.290585,429,0,9,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1392,12.072541252905651,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0.345769,430,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
483,11.355101379776661,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,-0.037475,431,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1
901,11.288531131754366,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,-0.049338,432,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,1
765,11.715866308966918,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,-0.044131,433,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
926,12.106252310247962,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0.208953,434,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
630,11.302204433654575,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0.201577,435,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
799,12.26434155365415,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0.27800199999999997,436,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0
648,11.661345470088502,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,-0.100674,437,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
884,11.686878772093667,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,-0.049338,438,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440,11.411446296020374,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,-0.069686,439,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0
684,11.608235644774552,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,-0.128042,440,800,8,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3094,13.226723392728571,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0.6182669999999999,441,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1440,11.678439903447801,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,-0.037475,442,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1078,12.000891794590137,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,-0.049338,443,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1258,12.058152515453552,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0.45245299999999994,444,0,6,0,0,0,0,0,0,0,1,0,0,1,0,0,0
915,12.254862809699606,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0.290585,445,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1436,11.755871643580617,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,-0.049338,446,0,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1517,12.154779351142624,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,-0.037475,447,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
930,12.205572520488492,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0.208953,448,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
780,11.691071650353702,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,-0.049338,449,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
649,11.695247021764184,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,-0.037475,450,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
813,11.608235644774552,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,-0.049338,451,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1533,12.542544882151386,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0.285759,452,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
872,12.225875272826354,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0.47024299999999997,453,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
768,12.254862809699606,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0.208953,454,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1728,12.144197241812087,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,-0.044131,455,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1242,12.075394321888057,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,-0.037475,456,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
624,11.49272275765271,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,-0.049338,457,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1364,12.4529327234617,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0.268831,458,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0
588,11.9891596439666,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,-0.049338,459,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
709,11.608235644774552,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,-0.076342,460,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0
832,12.481561937216318,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0.290585,461,0,12,0,0,0,0,0,0,0,1,0,0,1,0,0,0
560,11.951180395901384,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0.291311,462,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
864,11.041048081342682,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,-0.057235,463,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
715,12.147913731356642,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,-0.069686,464,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1040,11.728036844587175,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0.201056,465,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1375,12.093687514935382,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0.208953,466,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1277,12.025749091398891,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0.18104399999999998,467,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
728,11.894780707439258,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,-0.069686,468,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1626,12.429216196844383,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0.208953,469,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
832,12.138863895836725,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0.297241,470,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1488,12.26434155365415,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0.27800199999999997,471,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
808,12.154779351142624,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0.208953,472,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
547,11.904967552746252,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0.36218399999999995,473,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1976,12.994530005894443,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0.6182669999999999,474,0,7,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1494,12.43320821811392,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0.27800199999999997,475,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
