Id,MSZoning,LotArea,LotShape,LotConfig,Neighborhood,Condition1,BldgType,OverallQual,OverallCond,YearBuilt,RoofMatl,Exterior1st,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,TotalBsmtSF,HeatingQC,CentralAir,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageCars,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,MiscVal,SaleType,SaleCondition,LogSalePrice
294,2,16659,0,0,14,1,0,7,6,78,0,2,3,1,1,2,4,1,0,795,1,1,2263,3,1,3,2,9,6,1,0,2,0,250,0,0,0,0,8,0,12.367340793126296
295,2,9600,3,4,12,0,0,6,5,54,0,2,3,1,1,2,4,1,2,1416,1,1,1644,2,0,3,3,7,6,2,0,2,110,0,0,0,0,0,8,0,12.025749091398891
296,2,7937,0,1,11,0,0,6,6,85,0,2,3,1,1,2,4,1,2,1003,1,1,1003,2,0,3,3,6,6,0,2,2,120,0,0,0,0,0,8,0,11.867097278690842
297,1,13710,3,4,9,0,0,5,5,51,0,2,3,1,1,2,4,1,1,910,1,1,1558,1,1,4,3,6,6,0,0,1,289,0,0,0,0,0,8,0,11.931635799828413
298,1,7399,0,4,21,0,0,7,5,98,0,2,2,1,1,2,4,1,1,975,0,1,1950,2,1,3,2,7,6,1,2,2,0,10,0,0,198,0,8,0,12.384218830913648
299,2,11700,3,4,14,0,0,6,6,69,0,2,2,1,1,2,4,1,0,702,1,1,1743,1,3,3,3,7,6,1,0,2,224,0,0,0,0,0,8,0,12.072541252905651
300,2,14000,3,4,6,0,0,6,6,51,0,2,3,1,1,2,4,1,6,1092,0,1,1152,1,1,3,2,6,6,1,0,1,0,36,0,0,0,0,8,1,11.973509872299472
301,2,15750,3,0,6,0,1,5,5,54,0,2,3,1,1,2,4,1,1,1165,1,1,1336,2,0,2,3,5,6,2,0,1,0,0,0,0,0,0,8,0,11.964001084330445
302,2,16226,2,4,5,0,0,8,5,99,0,2,2,1,1,2,4,1,2,1028,0,1,2452,2,1,4,2,9,6,1,2,2,208,50,0,0,0,0,8,0,12.495003937382387
303,2,13704,0,0,5,0,0,7,5,102,0,2,2,1,1,2,4,1,6,1541,0,1,1541,2,0,3,2,6,6,1,0,3,468,81,0,0,0,0,8,0,12.230765258120545
304,2,9800,3,0,5,0,0,5,6,73,0,2,3,1,1,2,4,1,0,894,1,1,894,2,0,3,3,5,6,0,0,2,256,0,0,0,0,0,8,1,11.917723684090689
305,1,18386,3,4,17,0,0,7,5,2,0,2,3,1,0,2,4,1,6,1470,0,1,3493,3,0,3,2,10,6,1,0,3,302,0,0,0,0,0,8,0,12.594730635321957
306,2,10386,3,4,5,0,0,8,5,105,0,2,2,1,1,2,4,1,2,2000,0,1,2000,3,0,3,2,8,6,0,0,3,168,0,0,0,0,0,8,0,12.631013530138995
307,2,13474,3,4,20,1,0,7,5,91,0,2,2,1,1,2,4,1,0,700,1,1,2243,3,1,4,2,8,6,1,0,3,127,44,224,0,0,0,8,0,12.323855681186558
308,1,7920,0,4,9,1,0,6,6,24,0,2,3,0,1,2,4,1,6,319,1,1,1406,1,0,3,1,6,6,0,1,0,0,144,0,0,0,0,8,0,11.401993904262946
309,2,12342,0,4,7,0,0,4,5,43,0,2,3,1,1,2,4,1,1,861,0,1,861,1,0,1,3,4,6,0,2,2,158,0,0,0,0,0,8,0,11.320553572322773
310,2,12378,0,4,16,0,0,9,5,104,0,2,2,1,1,0,4,0,2,1896,0,1,1944,3,0,3,0,8,6,3,0,3,208,175,0,0,0,0,8,0,12.793859310432293
311,2,7685,0,4,8,0,0,6,5,94,0,2,3,1,1,2,4,1,0,697,1,1,1501,2,1,3,2,6,6,1,0,2,190,63,0,0,0,0,8,0,12.017330520933296
312,2,8000,3,4,12,0,0,6,6,49,0,2,3,1,1,2,4,1,0,972,0,1,972,2,0,2,3,5,6,1,2,1,0,0,0,0,0,0,8,0,11.790557201568507
313,1,7800,3,4,17,1,1,5,6,42,0,2,3,1,1,2,4,1,5,793,1,1,1118,2,0,3,3,5,6,1,2,2,0,0,0,0,271,0,8,0,11.694413341015606
314,2,215245,2,4,23,0,0,7,5,66,0,1,3,1,1,2,4,0,0,2136,1,1,2036,4,0,3,3,8,6,2,0,2,0,0,0,0,0,0,8,0,12.834681304952548
315,1,9600,3,4,17,0,0,7,6,29,0,2,3,1,0,2,1,1,3,728,0,1,1641,1,2,3,0,6,6,1,2,2,0,0,234,0,0,0,8,0,12.089538829274222
316,2,7795,0,4,8,0,0,7,5,105,0,2,2,1,1,2,4,1,2,716,0,1,1432,3,1,3,2,6,6,1,0,2,100,51,0,0,0,0,8,0,12.146853285870202
317,2,13005,0,0,14,0,0,7,6,81,0,2,2,1,1,2,4,1,2,845,1,1,2353,3,1,4,0,10,6,1,0,2,288,195,0,0,0,0,8,0,12.468436909997665
318,1,9000,3,4,21,0,0,8,5,107,0,2,2,1,1,2,4,1,6,1088,0,1,1959,2,1,3,2,8,6,1,0,3,208,46,0,0,0,0,8,0,12.506177237980511
319,2,9900,3,4,15,0,0,7,5,94,0,2,2,1,1,2,4,0,2,1347,0,1,2646,3,1,4,2,9,6,1,0,3,340,60,144,0,0,0,8,0,12.468436909997665
320,2,14115,3,4,14,0,0,7,5,81,0,2,3,1,1,2,4,1,2,1372,1,1,1472,3,0,3,3,6,6,2,0,2,233,48,0,0,0,0,8,0,12.141534124392603
321,2,16259,3,0,16,0,0,9,5,107,0,2,3,1,1,0,1,1,6,1249,0,1,2596,3,1,4,2,9,6,0,0,3,240,154,0,0,0,0,6,1,12.7444443677961
322,2,12099,0,4,16,0,0,8,5,105,0,2,2,1,1,0,4,1,2,1136,0,1,2468,3,1,4,2,10,6,1,2,3,184,154,0,0,0,0,8,0,12.777052192115912
323,2,10380,0,4,20,0,0,7,5,87,0,2,2,1,1,2,4,0,3,1502,0,1,2730,3,1,4,2,8,6,1,0,2,201,96,0,0,0,0,8,0,12.614865543731012
324,1,5820,3,4,17,0,0,3,6,56,0,2,3,1,1,2,4,1,0,1162,0,1,1163,2,0,3,3,6,6,0,0,1,142,98,0,0,0,0,8,0,11.745425111208464
325,2,11275,3,0,12,1,0,7,6,68,0,2,2,1,1,2,4,1,6,710,0,1,2978,2,1,5,2,11,6,1,2,2,240,0,0,0,0,0,8,0,12.396693005138824
326,1,5000,3,4,9,1,0,5,6,44,0,2,3,1,1,2,4,1,1,720,1,0,803,1,0,2,3,5,6,0,2,2,0,0,244,0,0,0,8,0,11.37366339763672
327,2,10846,0,1,24,0,1,8,5,94,0,1,2,1,1,2,4,0,2,1719,0,1,1719,3,1,1,2,6,6,2,0,2,122,30,0,0,0,0,2,0,12.688498794774466
328,2,11600,3,4,12,0,0,6,5,61,0,2,3,1,1,2,4,1,5,1383,1,1,1383,1,1,3,3,7,6,0,0,1,0,45,0,0,0,0,8,0,11.886211674714158
329,2,11888,0,4,3,1,0,6,6,20,0,2,3,1,0,2,4,1,6,844,1,0,2134,2,0,5,2,10,6,0,2,2,0,60,268,0,0,0,8,0,12.27606501735021
330,1,6402,3,0,9,0,0,5,5,24,0,2,3,1,1,2,4,1,6,596,1,0,1192,1,0,3,3,6,6,0,2,1,0,0,137,0,0,0,8,0,11.26446410567173
331,2,10624,0,4,12,0,1,5,4,65,0,2,3,1,1,2,4,1,2,1728,1,1,1728,2,1,6,3,10,6,0,2,1,155,0,0,0,0,0,8,0,11.686878772093667
332,2,8176,3,4,12,0,0,5,6,59,0,2,3,1,1,2,4,1,5,1056,1,1,1056,2,0,3,3,6,6,0,0,1,0,0,0,0,0,0,8,0,11.842229212112828
333,2,10655,0,4,16,0,0,8,5,104,0,2,2,1,1,2,4,1,2,3206,0,1,1629,3,0,3,2,7,6,1,0,3,0,0,0,0,0,0,8,0,12.556729517143344
334,1,8198,3,3,16,0,1,7,5,105,0,2,2,1,1,2,4,1,2,1358,0,1,1358,3,0,2,2,6,6,1,0,2,192,30,0,0,0,0,8,0,12.240474072247506
335,2,9042,0,4,8,0,0,6,5,99,0,2,3,1,1,2,4,0,2,943,1,1,1638,3,1,3,3,7,6,2,0,2,100,38,0,0,0,0,8,0,12.165250651009918
336,2,164660,0,0,23,0,1,5,6,66,0,2,3,1,1,2,4,0,0,1499,0,1,1786,4,0,3,3,7,6,2,0,2,670,0,0,0,0,700,8,0,12.341258918085241
337,2,14157,0,0,22,0,0,9,5,106,0,2,2,1,1,0,4,0,2,1922,0,1,1922,3,0,3,2,8,6,1,0,3,178,51,0,0,0,0,8,0,12.841129801965447
338,2,9135,3,4,5,0,0,7,5,103,0,2,2,1,1,2,4,1,2,1536,0,1,1536,3,0,3,2,7,6,0,0,2,192,74,0,0,0,0,8,0,12.273731294003989
339,2,14145,3,0,14,0,0,7,6,85,0,2,2,1,1,2,4,1,0,1208,0,1,1621,3,0,3,2,8,6,0,0,2,108,45,0,0,0,400,8,0,12.218495165528731
340,2,12400,0,4,12,1,0,6,6,59,0,2,3,1,1,2,0,1,5,1215,1,1,1215,1,0,3,3,6,6,0,0,1,0,0,0,0,234,0,8,0,11.951180395901384
341,2,14191,3,4,23,0,0,8,5,103,0,2,2,1,1,2,4,1,6,967,0,1,1908,2,1,4,2,9,6,0,0,2,135,0,0,0,0,0,8,0,12.220468525813907
342,1,8400,3,4,20,1,0,4,4,51,0,2,1,0,1,2,0,1,6,721,1,1,841,1,0,2,3,4,6,0,2,1,250,0,24,0,0,0,8,0,11.314474526246391
343,2,8544,3,4,12,0,1,3,4,50,0,2,3,1,2,1,2,2,4,0,1,0,1040,2,0,2,3,6,6,0,2,2,0,0,0,0,0,0,8,0,11.379394072345706
344,2,8849,0,4,16,0,1,9,5,106,0,2,0,1,1,0,4,1,2,1684,0,1,1684,2,0,2,0,6,6,1,0,2,495,72,0,0,0,0,8,0,12.491251587763836
345,1,2592,3,4,10,0,1,5,3,77,0,2,3,1,1,2,4,1,5,536,1,1,1112,1,1,3,3,4,6,0,0,1,182,0,0,0,0,0,8,0,11.350406535472453
346,2,6435,3,4,3,2,0,6,5,42,0,2,3,1,0,2,4,1,6,972,1,1,1577,1,0,3,1,6,6,1,2,1,0,0,0,0,0,0,8,0,11.850825253582627
347,2,12772,0,1,12,0,0,6,6,61,0,2,3,1,1,2,4,1,1,958,1,1,958,1,0,2,3,5,6,0,0,1,0,0,0,0,0,15500,8,0,11.928340903931561
348,2,17600,0,4,12,0,0,6,5,61,0,2,3,1,1,2,4,1,1,1478,0,1,1478,3,0,3,3,6,6,2,0,2,0,40,0,0,0,0,8,0,11.967180737247824
349,2,2448,3,4,16,0,1,7,5,104,0,2,2,1,1,2,4,1,2,764,0,1,1626,3,1,2,2,6,6,0,2,2,0,27,0,0,0,0,8,0,11.944707881395766
350,2,20431,1,4,16,0,0,9,5,106,0,2,0,1,1,0,4,1,2,1848,0,1,2728,3,1,4,0,10,6,2,0,3,0,0,0,0,0,0,6,1,12.988040814744458
351,2,7820,0,4,16,0,1,9,5,108,0,2,0,1,1,0,4,1,6,1869,0,1,1869,2,0,2,0,6,6,1,0,2,210,54,0,0,0,0,6,1,12.669998467265833
352,2,5271,0,4,4,0,0,7,5,87,0,2,3,1,1,2,4,0,2,1453,1,1,1453,2,1,2,2,6,6,1,0,2,0,80,0,0,184,0,8,1,12.154779351142624
353,2,9084,3,4,7,1,0,5,6,44,0,2,3,1,1,2,0,1,3,616,1,0,1111,1,1,3,3,5,6,0,2,1,48,0,0,0,0,0,5,0,11.461632170582678
354,1,8520,3,4,17,0,0,6,6,32,0,2,3,1,0,2,4,1,6,624,1,1,720,1,0,2,3,5,6,0,2,2,106,0,0,0,0,0,8,0,11.570250531589497
355,2,8400,3,4,18,0,0,6,5,43,0,2,3,1,1,2,4,1,3,940,0,1,1595,1,0,2,3,6,6,2,0,1,0,0,108,0,0,0,8,0,11.84939770159144
356,2,11249,1,4,5,0,0,6,5,96,0,2,2,1,1,2,1,1,0,1200,0,1,1200,3,0,3,2,6,6,0,0,2,0,26,0,0,0,0,8,0,12.086725887897607
357,2,9248,0,4,8,0,0,6,6,93,0,2,3,1,1,2,4,1,2,1158,1,1,1167,3,0,3,2,6,6,0,0,2,120,26,0,0,0,0,8,0,12.061046873479915
358,1,4224,3,4,10,0,1,5,5,77,0,2,3,1,1,2,4,1,0,1142,1,1,1142,2,1,3,3,6,6,1,0,2,536,90,0,0,0,0,8,0,11.805595078933049
359,2,6930,0,4,4,0,0,5,4,59,0,2,3,1,1,2,4,1,1,1062,0,1,1352,1,1,3,2,6,3,0,2,1,168,0,294,0,0,0,8,1,11.77528972943772
360,2,12011,0,1,15,0,0,8,5,99,0,2,2,1,1,2,4,1,2,1086,0,1,1924,3,1,3,2,7,6,1,0,2,208,75,0,0,374,0,8,0,12.542544882151386
361,2,7540,0,1,11,0,0,6,6,79,0,2,3,1,1,2,4,1,2,888,0,1,912,2,0,2,3,5,6,1,0,2,0,0,0,0,192,0,8,0,11.957611286231675
362,2,9144,3,4,3,0,0,5,5,43,0,2,3,1,1,2,4,1,5,883,1,1,1505,2,0,3,3,8,6,0,2,1,0,0,0,0,0,0,8,0,11.884489021402711
363,2,7301,3,0,7,0,0,7,5,104,0,2,2,1,2,1,2,2,4,0,0,1,1922,3,0,4,2,7,6,1,2,2,0,0,177,0,0,0,3,0,12.198544379109382
364,1,1680,3,4,2,0,1,6,6,73,0,2,3,1,1,2,4,1,0,483,1,1,987,1,1,2,2,5,6,0,2,1,250,0,0,0,0,0,8,0,11.678439903447801
365,2,18800,0,2,14,0,0,6,5,77,0,2,3,1,1,2,4,1,2,796,1,1,1574,3,1,3,3,6,6,1,0,2,306,111,0,0,0,0,8,0,12.154779351142624
366,1,10690,3,4,9,0,0,5,6,24,0,2,3,1,1,2,0,1,5,672,1,1,1344,1,0,3,3,6,6,0,2,1,0,128,218,0,0,0,8,0,11.898187865760873
367,2,9500,0,4,12,0,0,6,5,64,0,2,3,1,1,2,4,1,1,1394,1,1,1394,2,1,3,3,6,6,2,0,2,0,76,0,0,185,0,8,0,11.976659481202368
368,2,9150,0,0,12,0,0,6,5,63,0,2,3,1,1,2,4,0,2,1099,1,1,1431,1,1,3,3,6,6,1,2,1,64,110,0,0,0,0,8,0,12.013700752882718
369,2,7800,3,4,12,0,0,5,6,55,0,2,3,1,1,2,4,1,3,1268,1,1,1268,1,0,2,3,7,6,1,0,1,0,98,0,0,0,0,8,0,11.790557201568507
370,2,9830,0,0,12,0,0,5,6,60,0,2,3,1,1,2,4,1,0,1063,0,1,1287,2,0,3,2,7,6,1,2,2,364,17,0,0,182,0,8,0,11.99535161421452
371,2,8121,0,4,8,0,0,6,5,101,0,2,3,1,1,2,4,1,6,953,0,1,1664,2,1,3,3,7,6,1,0,2,100,40,0,0,0,0,8,0,12.05757263721173
372,2,17120,3,4,4,1,0,4,4,60,0,2,3,1,1,1,2,2,4,0,1,1,1588,2,0,4,3,7,3,1,2,2,0,59,0,0,0,0,8,0,11.808813773969108
373,2,7175,3,4,20,0,1,6,5,85,0,2,3,1,1,2,4,1,0,744,1,1,752,2,0,2,3,4,6,0,0,1,353,0,0,0,90,0,8,0,11.736069016284437
374,2,10634,3,4,12,0,0,5,6,54,0,2,3,1,1,2,4,1,1,608,1,1,1319,2,0,3,3,5,3,0,0,1,66,0,0,0,0,0,8,0,11.719939634354555
375,2,8200,3,4,5,0,0,7,5,104,0,2,2,1,1,2,4,1,6,847,0,1,1928,2,1,4,2,8,6,1,2,2,100,48,0,0,0,0,8,0,12.299107511497363
376,2,10020,0,4,7,0,0,2,3,26,0,2,1,0,0,2,3,0,1,683,1,0,904,1,1,1,1,4,0,0,1,0,0,0,0,0,0,0,8,0,11.018629143155449
377,2,8846,0,1,5,0,0,5,5,97,0,2,2,1,1,2,4,1,2,870,0,1,914,1,0,2,3,5,6,0,2,2,0,0,0,0,0,0,8,0,11.904967552746252
378,1,11143,0,0,21,0,0,8,5,105,0,2,2,1,1,2,4,1,6,1580,0,1,2466,3,0,4,2,8,6,1,0,2,159,214,0,0,0,0,8,0,12.736700896592344
379,2,11394,3,0,22,0,0,9,3,111,0,2,2,1,1,0,4,1,2,1856,0,1,1856,2,1,1,0,8,6,1,0,3,113,0,0,0,0,0,6,1,12.885202034321916
380,2,8123,0,4,8,2,0,6,5,101,0,2,3,1,1,2,4,1,6,982,0,1,1800,2,1,3,3,7,6,1,0,2,100,63,0,0,0,0,8,0,12.095141084822892
381,2,5000,3,4,18,0,0,5,6,28,0,1,3,1,0,2,4,1,3,1026,1,1,1691,2,0,3,2,6,6,1,2,1,0,0,242,0,0,0,8,0,11.751942365440728
382,1,7200,3,4,21,0,0,7,5,107,0,2,2,1,1,2,1,1,6,1293,0,1,1301,3,0,2,2,5,6,1,0,2,216,121,0,0,0,0,6,1,12.142866569626381
383,2,9245,0,4,5,0,0,7,5,107,0,2,2,1,1,2,4,1,6,939,0,1,1797,2,1,3,2,8,6,0,0,2,144,53,0,0,0,0,8,0,12.271392111650817
384,1,9000,3,0,20,0,0,6,3,32,0,2,3,1,0,2,0,1,6,784,1,0,784,1,0,2,3,5,6,0,2,2,0,0,91,0,0,0,8,0,11.238488619268468
385,2,53107,1,0,4,1,0,6,5,93,0,2,2,1,1,2,4,1,2,1580,0,1,1953,3,1,3,2,9,6,2,0,2,216,231,0,0,0,0,8,0,12.388394202324129
386,2,3182,3,4,0,0,1,8,5,105,0,2,2,1,1,2,4,1,2,1256,0,1,1269,2,0,2,2,6,6,1,0,2,146,20,0,0,144,0,8,0,12.165250651009918
387,2,8410,3,2,7,1,0,5,3,14,0,2,3,0,1,2,4,1,6,658,1,1,1184,1,0,5,3,8,6,0,1,0,0,151,0,0,0,0,8,1,11.302204433654575
388,2,7200,3,4,7,0,0,6,6,77,0,2,3,1,1,2,4,1,0,1041,0,1,1125,2,0,3,3,6,6,1,2,1,296,0,0,0,0,0,8,1,11.736069016284437
389,2,9382,0,1,5,0,0,7,5,100,0,2,2,1,1,2,4,1,6,1468,0,1,1479,2,0,3,2,6,6,0,0,2,120,25,0,0,0,0,8,0,12.160028707028767
390,2,12474,3,4,16,0,0,10,5,108,0,2,0,1,1,0,4,1,2,1682,0,1,2332,3,1,3,0,9,6,1,2,3,196,134,0,0,0,0,6,1,12.962194625251508
391,2,8405,3,4,7,0,0,5,6,9,0,2,3,1,0,2,1,1,5,861,0,1,1367,2,0,4,3,7,6,0,2,1,0,130,112,0,0,0,8,0,11.686878772093667
392,2,12209,0,1,11,0,0,6,5,102,0,2,3,1,1,0,4,1,0,804,0,1,1961,3,1,3,2,7,6,1,2,2,125,192,0,0,0,0,8,0,12.2783933071098
393,2,8339,0,4,12,0,0,5,6,60,0,2,3,1,2,1,2,2,4,0,1,1,882,1,0,3,3,5,6,0,0,1,0,0,0,0,0,1200,8,0,11.575900264131617
394,2,7446,3,0,3,1,0,4,5,44,0,2,3,1,1,2,4,1,5,788,1,1,788,1,0,2,3,4,6,2,1,0,0,0,0,0,0,0,8,1,11.512925464970229
395,2,10134,3,4,17,0,0,5,6,43,0,2,3,1,1,2,4,1,6,735,1,1,1034,1,0,2,3,5,6,0,2,1,0,39,0,0,0,0,8,0,11.59910316121128
396,2,9571,3,4,7,0,0,5,6,57,0,2,3,1,1,2,4,1,1,1144,1,1,1144,2,0,3,3,6,6,0,0,1,44,0,0,0,0,0,8,0,11.76756768334381
397,2,7200,3,4,5,0,0,5,5,73,0,2,3,1,1,2,4,1,5,894,1,1,894,1,0,2,3,6,6,0,2,2,215,0,0,0,0,0,8,0,11.719939634354555
398,2,7590,3,4,12,1,0,5,5,63,0,2,3,1,1,2,4,1,0,864,1,1,1812,2,0,4,3,8,6,1,0,1,0,168,0,0,0,0,8,0,12.040608205802641
399,1,8967,3,0,9,0,0,5,3,24,0,2,3,0,0,2,3,1,6,961,1,1,1077,1,0,2,3,6,1,0,2,1,0,0,0,0,0,0,8,1,11.112447898373103
400,1,8125,3,4,21,0,0,7,5,107,0,2,2,1,1,2,4,1,2,1092,0,1,1550,3,0,2,2,7,6,0,0,2,0,168,0,0,0,0,8,0,12.392552212472792
401,2,14963,1,4,24,0,1,8,5,97,0,1,2,1,1,2,4,1,2,1260,0,1,1288,2,1,1,0,4,6,2,0,2,120,30,0,0,224,0,8,0,12.411052226216713
402,2,8767,0,4,5,0,0,7,5,106,0,2,2,1,1,2,4,1,2,1310,0,1,1310,2,0,3,2,6,6,1,0,2,0,0,0,0,0,0,6,1,12.01364014498549
403,2,10200,3,4,19,0,0,5,6,43,0,2,3,1,1,2,4,1,6,672,0,1,672,1,0,2,3,4,6,0,2,1,168,0,0,0,0,0,8,0,11.589886506106357
404,2,12090,3,0,15,0,0,8,5,99,0,2,2,1,1,2,4,1,6,1141,1,1,2263,2,1,4,2,10,6,1,2,2,144,123,0,0,0,0,8,1,12.460714863903755
405,2,10364,0,4,8,0,0,6,5,96,0,2,3,1,1,2,4,1,6,806,1,1,1572,2,1,3,3,7,6,1,2,2,0,40,0,0,0,0,8,0,12.031719258385396
406,2,9991,0,0,19,1,0,4,4,77,0,2,3,1,1,2,4,1,1,1281,0,1,1620,3,0,3,3,8,2,1,0,2,120,78,0,0,0,0,8,0,11.918390573078392
407,2,10480,3,4,18,0,0,6,5,39,0,2,3,1,0,2,4,1,6,1064,0,1,1639,1,0,3,3,6,1,0,2,1,0,0,0,0,0,0,8,0,11.652687407345388
408,2,15576,3,4,6,0,0,6,6,19,0,2,3,1,0,2,4,1,6,840,0,1,1680,2,0,4,3,8,6,0,0,1,0,0,160,0,0,0,8,0,12.083905011555967
409,2,14154,3,0,16,0,0,7,5,107,0,2,2,1,1,0,1,1,6,1063,0,1,2172,2,1,3,2,9,6,1,0,3,192,62,0,0,0,0,6,1,12.542544882151386
410,1,10800,3,4,21,0,0,8,5,108,0,2,2,1,1,0,4,1,2,1034,0,1,2078,3,1,3,0,8,6,1,0,3,0,102,0,0,0,0,6,1,12.73596533201339
411,2,9571,3,4,7,0,0,5,3,59,0,2,3,0,1,2,0,1,6,1276,1,1,1276,1,0,3,3,5,4,0,0,1,0,0,0,0,0,0,0,1,11.002099841204238
412,2,34650,3,4,8,0,1,5,5,56,0,2,3,1,1,2,4,1,5,1056,1,0,1056,2,0,3,3,5,6,0,0,2,264,0,0,0,0,0,8,0,11.884489021402711
413,1,4403,1,4,21,0,0,7,5,110,0,2,0,1,1,0,4,1,2,1470,0,1,1478,3,1,2,2,7,6,1,0,2,0,144,0,0,0,0,6,1,12.310432660854417
414,1,8960,3,4,17,1,0,5,6,31,0,2,3,1,1,2,4,1,6,1008,1,1,1028,1,0,2,3,5,6,1,2,2,0,0,130,0,0,0,8,0,11.652687407345388
415,2,11228,1,1,20,0,0,7,5,94,0,2,2,1,1,2,4,1,1,1080,0,1,2097,2,2,3,2,9,6,1,0,3,196,187,0,0,0,0,8,0,12.337100907936577
416,2,8899,0,4,8,0,0,7,5,108,0,2,2,1,1,2,4,1,2,1340,0,1,1340,2,0,3,2,6,6,0,0,2,100,30,0,0,0,0,6,1,12.106992367829498
417,2,7844,3,4,19,0,0,6,6,79,0,2,3,1,1,2,4,1,0,672,1,1,1400,1,1,3,3,6,6,1,0,2,0,0,0,0,0,0,8,0,11.915051671812877
418,2,22420,0,4,6,1,0,6,6,22,0,2,3,1,0,2,4,1,1,1370,1,0,2624,3,1,4,3,10,6,1,2,3,0,0,0,0,0,0,8,0,12.384218830913648
419,2,8160,3,4,7,0,0,5,6,43,0,2,3,1,0,2,4,1,0,756,1,0,1134,2,1,3,3,7,6,0,2,1,0,0,0,0,0,0,8,1,11.744037185933616
420,2,8450,3,4,12,0,0,5,6,69,0,2,3,1,1,2,4,1,1,1056,0,1,1056,2,0,3,3,6,6,1,0,1,0,85,184,0,0,0,8,0,11.863582336583399
421,1,7060,3,4,11,0,1,7,5,98,0,2,3,1,1,2,1,0,2,1344,0,1,1344,4,0,2,3,8,6,0,0,4,0,0,0,0,0,0,8,1,12.237086699059343
422,2,16635,0,2,14,0,0,6,6,78,0,2,2,1,1,2,4,1,0,1602,1,1,1602,2,1,3,2,8,6,1,0,2,240,0,0,0,0,0,8,0,12.2783933071098
423,2,21750,3,4,11,1,0,5,5,55,0,2,3,1,1,2,4,1,6,988,0,1,988,1,0,2,3,4,6,0,0,2,0,0,0,0,0,0,8,0,11.635143097694478
424,2,9200,3,4,15,0,0,8,5,99,0,2,2,1,1,2,4,1,2,1470,1,1,2630,3,1,4,2,8,6,1,0,3,0,66,0,0,0,0,8,0,12.66032791780777
425,2,9000,3,4,12,0,0,6,5,57,0,2,3,1,1,2,4,1,3,1196,1,1,1196,2,0,2,3,6,6,1,0,1,0,44,0,0,0,0,8,0,11.842229212112828
426,1,3378,3,4,17,0,0,7,6,47,0,2,3,1,1,2,4,1,6,651,1,1,1389,1,1,3,3,6,6,2,2,1,0,0,126,0,0,0,8,0,11.813030057420567
427,2,12800,3,4,20,0,0,7,5,90,0,2,2,1,1,2,4,0,2,1518,1,1,1644,3,1,2,2,5,6,1,0,2,80,0,0,0,396,0,8,0,12.524526376648708
428,2,8593,0,4,12,0,0,4,6,58,0,2,3,1,1,2,4,1,5,907,0,1,907,1,0,3,3,5,6,0,2,1,0,0,0,0,0,0,8,0,11.59917655301345
429,2,6762,3,4,5,0,0,7,5,108,0,2,2,1,1,2,4,1,2,1208,0,1,1208,3,0,2,2,6,6,0,0,2,105,54,0,0,0,0,6,1,12.182804018590819
430,2,11457,0,0,23,0,0,6,5,89,0,2,3,1,1,2,4,1,2,1392,1,1,1412,3,0,3,2,6,6,1,0,2,0,0,169,0,0,0,8,0,12.072541252905651
431,1,1680,3,4,2,0,1,6,5,72,0,2,3,1,1,2,4,1,0,483,1,1,987,1,1,2,3,4,6,0,2,1,0,0,0,0,0,0,0,1,11.355101379776661
432,1,5586,0,4,17,1,0,6,6,24,0,2,3,1,0,2,4,1,6,901,1,1,1198,1,0,4,3,7,6,0,1,0,0,98,0,0,0,0,3,1,11.288531131754366
433,1,1920,3,4,2,0,1,5,5,72,0,2,3,1,1,2,4,1,0,765,0,1,1365,2,1,2,3,6,2,0,2,2,240,36,0,0,0,0,8,0,11.715866308966918
434,2,10839,0,0,8,0,0,6,5,98,0,2,3,1,1,2,4,1,6,926,0,1,1604,2,1,3,3,7,6,1,0,2,0,36,0,0,0,0,8,0,12.106252310247962
435,1,1890,3,4,10,0,1,4,6,73,0,2,3,1,1,2,4,1,0,630,1,1,630,2,0,1,3,3,6,0,1,0,88,0,0,0,0,0,8,0,11.302204433654575
436,2,10667,1,1,5,1,0,7,6,97,0,2,2,1,1,2,4,1,2,799,0,1,1661,3,1,3,2,6,6,1,0,2,158,61,0,0,0,0,5,0,12.26434155365415
437,1,4400,3,4,17,0,0,6,6,24,0,2,3,1,0,2,4,1,6,648,1,1,1118,1,0,2,3,6,6,0,2,2,0,0,0,0,0,0,8,0,11.661345470088502
438,1,6000,3,4,3,0,0,6,6,30,0,2,2,1,1,2,4,1,6,884,1,1,904,1,0,2,3,4,6,0,2,1,0,0,105,0,0,0,8,0,11.686878772093667
439,2,4280,3,4,6,0,0,5,6,17,0,2,3,1,1,2,4,1,3,440,1,0,694,1,0,2,2,4,6,1,2,1,0,0,34,0,0,0,8,0,11.411446296020374
440,2,12354,3,0,7,0,0,6,6,24,0,2,3,1,0,2,0,1,6,684,1,1,1196,1,0,3,2,7,6,0,2,2,0,46,0,0,0,800,4,0,11.608235644774552
441,2,15431,3,4,16,0,0,10,5,109,0,2,0,1,1,0,4,0,2,3094,0,1,2402,3,0,2,0,10,6,2,0,3,0,72,0,0,170,0,8,0,13.226723392728571
