,LotArea,LotFrontage,LotShape_IR1,LotShape_IR2,LotShape_IR3,LotShape_Reg,LotConfig_Corner,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Condition1_Artery,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,Pool,Fence,TotalBsmtSF,LogSalePrice,BsmtHasBath,BsmtQual_Ex,BsmtQual_Fa,BsmtQual_Gd,BsmtQual_TA,BsmtCond_Fa,BsmtCond_Gd,BsmtCond_Po,BsmtCond_TA,BsmtExposure_Av,BsmtExposure_Gd,BsmtExposure_Mn,BsmtExposure_No,BsmtFinType1_ALQ,BsmtFinType1_GLQ,BsmtFinType1_Rec,BsmtFinType1_Unf,BsmtScore,MiscVal,MoSold,MiscFeature_Gar2,MiscFeature_Othr,MiscFeature_Shed,MiscFeature_TenC,SaleType_COD,SaleType_CWD,SaleType_Con,SaleType_New,SaleType_Oth,SaleCondition_AdjLand,SaleCondition_Partial,BsmtFinType1_Low,SaleType_LowCon,SaleCondition_Other,lowqualfinsf,highqualsf,bedroomabvgr,tot_halfbath,tot_fullbath,extra_rooms,fireplace_binary,kitchenabvgr,kitchenqual_Ex,kitchenqual_Fa,kitchenqual_Gd,kitchenqual_TA,functional_Maj1,functional_Maj2,functional_Min1,functional_Min2,functional_Mod,functional_Sev,functional_Typ,garagecars,garagetype_2Types,garagetype_Attchd,garagetype_Basment,garagetype_BuiltIn,garagetype_CarPort,garagetype_Detchd,garagetype_NA,garagefinish_Fin,garagefinish_RFn,garagefinish_Unf,garagefinish_NA,Electrical_Y,CentralAir_Y,Heating_Ex,Heating_Gd,Heating_TA,MSZoning_C,MSZoning_RL,MSZoning_RM/RH,BldgType_1Fam,BldgType_TwnhsE,HouseStyle_1.5Fin,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2Story,HouseStyle_Other,OverallQual_3,OverallQual_4,OverallQual_5,OverallQual_6,OverallQual_7,OverallQual_8,OverallQual_9,OverallQual_10,OverallCond_4,OverallCond_5,OverallCond_6,RoofStyle_Gable,RoofStyle_Hip,RoofMatl_WdShngl,Exterior_AsbShng,Exterior_BrkFace,Exterior_CemntBd,Exterior_HdBoard,Exterior_MetalSd,Exterior_Plywood,Exterior_Stucco,Exterior_VinylSd,Exterior_Wd Sdng,Exterior_WdShing,MasVnrType_BrkCmn,MasVnrType_BrkFace,MasVnrType_Stone,ExterQual_Ex,ExterQual_Gd,ExterQual_TA,ExterCond_Gd,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,Foundation_Slab,YearBuilt
618,11694,90.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,108,0,0,260,0,0.0,1822,12.659734090733716,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0.5407409999999999,0,7,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1828,3,0,2,5,1,1,0,0,1,0,0,0,0,0,0,0,1,3,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,2007
619,12244,85.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,168,0,0,0,0,0,0.0,1482,12.628067055589547,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0.362184,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2262,4,1,3,5,1,1,0,0,1,0,0,0,0,0,0,0,1,3,0.0,1.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,2003
620,8248,45.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0.0,864,11.112447898373103,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,-0.061059,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,864,2,0,2,2,0,1,0,0,0,1,0,0,0,0,0,0,1,0,,,,,,,1,,,,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1914
621,10800,90.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,38,243,0,0,0,0,0.0,1522,12.388394202324125,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,-0.037475,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2614,4,1,2,4,1,1,0,0,0,1,0,0,0,0,0,0,1,2,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1974
622,7064,71.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,192,0,0,0,0,0,0.0,980,11.813030057420569,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,-0.054403,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,980,3,0,1,2,0,1,0,0,0,1,0,0,0,0,0,0,1,2,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,1.0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1977
623,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,32,0,0,0,0,0.0,756,12.034691028774553,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0.297241,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1512,2,1,2,1,1,1,0,0,1,0,0,0,0,0,0,0,1,2,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,1.0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,2000
624,10400,80.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,148,0,0,0,147,0,0.0,732,12.014609430818934,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,-0.063891,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1790,4,2,2,3,1,1,0,0,0,1,0,0,0,1,0,0,0,2,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1972
625,10000,87.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,385,0,0.0,1116,11.982929094215965,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,-0.049338,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1116,3,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,2,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1962
626,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,36,0,0,0,1.0,978,11.848683160653572,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,-0.049338,600,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1422,3,0,1,2,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1960
627,9600,80.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,189,0,0,0,0.0,1156,11.938193200374572,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,-0.07364200000000001,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1520,3,0,2,3,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1955
628,11606,70.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,335,0,0,0,0,0,0.0,1040,11.813030057420569,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0.181817,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2080,5,3,1,3,1,1,0,1,0,0,0,0,0,0,0,0,1,2,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1969
629,9020,82.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,176,0,0,0,0,0,1.0,1248,12.034691028774553,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0.10389300000000001,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1350,3,1,2,2,0,1,0,0,0,1,0,0,0,0,0,0,1,2,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1964
630,9000,50.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,293,0,0,0,1.0,636,11.728036844587177,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,-0.234562,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1750,3,0,1,4,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,1.0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1880
631,4590,34.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,156,73,0,0,0,0,0.0,1554,12.252479018344332,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0.429576,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1554,2,0,2,3,1,1,0,0,1,0,0,0,0,0,0,0,1,2,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,2006
632,11900,85.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,192,0,0,0,0,0,0.0,1386,11.320553572322774,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,-0.037475,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1411,3,0,2,2,1,1,0,0,0,1,0,0,0,0,0,0,1,2,0.0,1.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1977
633,9250,80.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,390,0,0,0,0,0,0.0,1056,11.84510277730856,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,-0.061059,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1056,3,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1954
634,6979,64.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,264,56,0,0,0,0,1.0,1056,11.877568578558137,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0.032293999999999996,600,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1056,0,0,2,2,0,2,0,0,0,1,0,0,0,0,0,0,1,2,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,1.0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1980
635,10896,60.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0.0,1440,12.206072645530176,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,-0.203574,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,515,3395,8,0,2,4,0,2,0,1,0,0,0,0,0,0,0,0,1,0,,,,,,,1,,,,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1914
636,6120,51.0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,264,11.002099841204238,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,-0.183226,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,800,1,0,1,2,1,1,0,1,0,0,1,0,0,0,0,0,0,0,,,,,,,1,,,,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1936
637,6000,50.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,811,11.440354772135393,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,-0.049338,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1387,3,0,2,2,0,2,0,0,1,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,1.0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1954
638,8777,67.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,328,0,164,0,0,0,1.0,796,11.350406535472453,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,-0.100674,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,796,2,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,,,,,,,1,,,,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1910
639,3982,53.0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,312,0,0,0,0,0,0.0,1520,12.485827127509431,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0.35515299999999994,0,10,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1567,1,0,3,5,1,1,1,0,0,0,0,0,0,0,0,0,1,3,0.0,1.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,2006
640,12677,62.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,185,140,0,0,0,0,0.0,1518,12.520883385370205,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0.6249229999999999,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1518,1,1,1,4,1,1,1,0,0,0,0,0,0,0,0,0,1,2,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,2003
641,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,235,0,0,0,0,0.0,1057,12.328290278254425,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0.290585,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1929,3,1,3,3,1,1,0,0,1,0,0,0,0,0,0,0,1,2,0.0,1.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,2001
642,13860,75.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,269,111,0,0,0,0,1.0,1952,12.751299696013493,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0.362184,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2704,4,1,3,4,1,1,1,0,0,0,0,0,0,0,0,0,1,2,0.0,1.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1972
643,10793,80.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,208,0,0,0,0,0,1.0,780,11.931635799828413,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,-0.057235,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1620,4,1,2,2,0,1,0,0,0,1,0,0,1,0,0,0,0,2,0.0,1.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1969
644,9187,85.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,195,130,0,0,0,0,0.0,1766,12.823628446539171,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0.6018519999999999,0,10,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1766,2,1,3,4,1,1,1,0,0,0,0,0,0,0,0,0,1,3,0.0,1.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,2009
645,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,312,40,0,0,0,0.0,981,11.872346634576989,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,-0.044131000000000004,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,981,3,1,2,1,0,1,0,0,0,1,0,0,0,0,0,0,1,2,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,1.0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1971
646,7200,60.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,27,0,0,0,0,0.0,0,11.495779306135258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1048,3,0,1,3,0,1,0,0,0,1,0,0,1,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,1.0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1950
647,10452,85.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,287,0,0.0,1094,11.951180395901384,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,-0.0020510000000000046,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1094,3,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,2,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1953
648,7700,70.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,124,216,0,0,0,0.0,756,11.951180395901384,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,-0.049338,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1839,4,1,1,2,1,1,0,0,0,1,0,0,0,0,0,0,1,2,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1966
649,1936,21.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,630,11.344506813345266,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0.184649,0,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,630,1,0,2,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,,,,,,,1,,,,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1970
