Id,MSZoning,LotFrontage,LotArea,LotShape,LotConfig,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,RoofStyle,RoofMatl,Exterior1st,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,TotalBsmtSF,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscFeature,MoSold,SaleType,SaleCondition,SalePrice,BsmtHasBath
1080,RL,65.0,8775,Reg,Inside,CollgCr,Norm,1Fam,1Story,5,5,1994,Gable,CompShg,VinylSd,None,TA,TA,PConc,Gd,TA,No,GLQ,990,Gd,Y,SBrkr,990,0,0,990,1,0,3,TA,5,Typ,0,None,Attchd,1996.0,Unf,1,TA,TA,Y,0,64,0,0,0,0,None,4,WD,Normal,126000,0
1081,RL,80.0,11040,Reg,Inside,NWAmes,Norm,1Fam,1Story,6,7,1971,Gable,CompShg,VinylSd,BrkFace,Gd,Gd,CBlock,TA,TA,No,ALQ,1258,Ex,Y,SBrkr,1258,0,0,1258,2,0,3,Gd,5,Typ,0,None,Attchd,1971.0,RFn,2,TA,TA,Y,55,0,0,216,0,0,None,10,COD,Abnorml,145000,1
1082,RL,75.0,7500,Reg,Corner,Sawyer,Feedr,1Fam,1Story,5,5,1963,Gable,CompShg,HdBoard,None,TA,TA,CBlock,TA,TA,No,ALQ,1040,Fa,Y,SBrkr,1040,0,0,1040,1,1,3,TA,5,Typ,0,None,Attchd,1963.0,Fin,1,TA,TA,Y,0,0,220,0,0,0,None,6,WD,Normal,133000,1
1083,RL,70.0,8749,Reg,Inside,CollgCr,Norm,1Fam,1Story,7,5,2002,Gable,CompShg,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,1459,Ex,Y,SBrkr,1459,0,0,1459,2,0,3,Gd,6,Typ,1,Gd,Attchd,2002.0,RFn,2,TA,TA,Y,192,39,0,0,0,0,None,9,WD,Normal,192000,0
1084,RL,80.0,8800,Reg,Inside,NAmes,Norm,1Fam,1Story,6,6,1964,Hip,CompShg,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,1251,TA,Y,SBrkr,1251,0,0,1251,1,0,3,TA,6,Typ,2,Gd,Attchd,1964.0,RFn,1,TA,TA,Y,0,116,0,0,0,0,Shed,3,WD,Normal,160000,1
1085,RL,0.0,13031,IR2,Corner,Gilbert,Norm,1Fam,2Story,6,5,1995,Gable,CompShg,HdBoard,None,TA,TA,PConc,Gd,TA,No,ALQ,691,Gd,Y,SBrkr,691,807,0,1498,2,1,3,TA,6,Typ,1,TA,Attchd,1995.0,Fin,2,TA,TA,Y,315,44,0,0,0,0,None,7,WD,Normal,187500,0
1086,RL,73.0,9069,Reg,Inside,SawyerW,Norm,1Fam,SFoyer,6,6,1992,Gable,CompShg,HdBoard,None,TA,TA,PConc,Gd,TA,Av,GLQ,936,Ex,Y,SBrkr,996,0,0,996,1,0,2,Gd,5,Typ,0,None,Attchd,1992.0,Unf,2,TA,TA,Y,120,0,0,0,0,0,None,4,WD,Normal,147000,1
1087,RM,0.0,1974,Reg,Inside,MeadowV,Norm,TwnhsE,2Story,4,5,1973,Gable,CompShg,CemntBd,None,TA,TA,CBlock,TA,TA,No,BLQ,546,TA,Y,SBrkr,546,546,0,1092,1,1,3,TA,6,Typ,0,None,Attchd,1973.0,RFn,1,TA,TA,Y,120,96,0,0,0,0,None,5,WD,Normal,83500,0
1088,FV,85.0,10574,Reg,Inside,Somerst,Norm,1Fam,2Story,8,5,2005,Gable,CompShg,VinylSd,None,Gd,TA,PConc,Gd,TA,Mn,Unf,1082,Ex,Y,SBrkr,1082,871,0,1953,2,1,3,Gd,9,Typ,1,Gd,Attchd,2005.0,RFn,3,TA,TA,Y,160,50,0,0,0,0,None,5,WD,Normal,252000,0
1089,RM,24.0,2522,Reg,Inside,Edwards,Norm,Twnhs,2Story,7,5,2004,Gable,CompShg,VinylSd,Stone,Gd,TA,PConc,Gd,TA,No,Unf,970,Ex,Y,SBrkr,970,739,0,1709,2,0,3,Gd,7,Maj1,0,None,Detchd,2004.0,Unf,2,TA,TA,Y,0,40,0,0,0,0,None,4,WD,Normal,137500,0
1090,FV,37.0,3316,IR1,Inside,Somerst,Norm,TwnhsE,1Story,8,5,2005,Gable,CompShg,MetalSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,1247,Ex,Y,SBrkr,1247,0,0,1247,1,1,1,Gd,4,Typ,1,Gd,Attchd,2005.0,Fin,2,TA,TA,Y,0,84,0,0,0,0,None,4,WD,Normal,197000,1
1091,RL,60.0,8544,Reg,Corner,NAmes,Norm,Duplex,1Story,3,4,1950,Gable,CompShg,BrkFace,None,TA,TA,Slab,None,None,None,None,0,Fa,N,FuseA,1040,0,0,1040,2,0,2,TA,6,Typ,0,None,Detchd,1987.0,Unf,2,TA,TA,Y,0,0,0,0,0,0,None,6,WD,Normal,92900,0
1092,FV,24.0,2160,Reg,Inside,Somerst,Norm,Twnhs,2Story,7,5,1999,Gable,CompShg,MetalSd,BrkFace,Gd,TA,PConc,Gd,TA,No,BLQ,600,Ex,Y,SBrkr,624,628,0,1252,2,1,2,Gd,4,Typ,0,None,Detchd,1999.0,Unf,2,TA,TA,Y,0,48,0,0,0,0,None,3,WD,Normal,160000,1
1093,RL,60.0,8400,Reg,Inside,SWISU,Norm,1Fam,1.5Fin,6,5,1925,Gable,CompShg,MetalSd,None,TA,TA,PConc,TA,TA,No,Rec,1181,Fa,Y,SBrkr,1390,304,0,1694,2,0,4,TA,7,Typ,1,Gd,Detchd,1925.0,Unf,2,TA,TA,Y,342,0,128,0,0,0,None,6,WD,Normal,136500,0
1094,RL,71.0,9230,Reg,Corner,NAmes,Feedr,1Fam,1Story,5,8,1965,Hip,CompShg,MetalSd,BrkFace,TA,TA,CBlock,TA,TA,Mn,GLQ,864,Gd,Y,SBrkr,1200,0,0,1200,1,1,1,Gd,6,Typ,0,None,Detchd,1977.0,Unf,2,TA,TA,Y,0,64,0,0,0,0,None,10,WD,Normal,146000,1
1095,RL,74.0,5868,Reg,Inside,NAmes,Norm,1Fam,1Story,5,7,1956,Gable,CompShg,MetalSd,None,TA,TA,CBlock,TA,TA,No,BLQ,936,Ex,Y,SBrkr,936,0,0,936,1,0,2,TA,4,Typ,0,None,Attchd,1956.0,Fin,1,TA,TA,Y,0,0,80,0,160,0,None,5,WD,Normal,129000,1
1096,RL,78.0,9317,IR1,Inside,CollgCr,Norm,1Fam,1Story,6,5,2006,Gable,CompShg,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,1314,Gd,Y,SBrkr,1314,0,0,1314,2,0,3,Gd,6,Typ,1,Gd,Attchd,2006.0,RFn,2,TA,TA,Y,0,22,0,0,0,0,None,3,WD,Normal,176432,0
1097,RM,60.0,6882,Reg,Inside,IDOTRR,Norm,1Fam,2Story,6,7,1914,Gable,CompShg,Wd Sdng,None,TA,TA,PConc,TA,TA,No,Unf,684,TA,Y,SBrkr,773,582,0,1355,1,1,3,Gd,7,Typ,0,None,None,None,None,0,None,None,Y,136,0,115,0,0,0,None,3,WD,Normal,127000,0
1098,RL,0.0,3696,Reg,Inside,StoneBr,Norm,TwnhsE,1Story,8,5,1986,Gable,CompShg,HdBoard,None,Gd,TA,CBlock,Gd,TA,No,Unf,1074,Ex,Y,SBrkr,1088,0,0,1088,1,1,2,Gd,5,Typ,0,None,Attchd,1987.0,RFn,2,TA,TA,Y,0,74,137,0,0,0,None,10,WD,Normal,170000,0
1099,RM,50.0,6000,Reg,Inside,BrkSide,Norm,1Fam,1.5Fin,4,6,1936,Gable,CompShg,MetalSd,None,TA,TA,BrkTil,TA,TA,No,BLQ,672,TA,Y,SBrkr,757,567,0,1324,1,0,3,TA,6,Typ,0,None,Detchd,1936.0,Unf,1,TA,TA,Y,0,0,0,0,0,0,None,7,WD,Normal,128000,0
1100,RL,82.0,11880,IR1,Inside,NWAmes,RRAn,1Fam,1Story,7,5,1978,Gable,CompShg,Plywood,BrkFace,TA,TA,CBlock,Gd,TA,No,ALQ,1271,TA,Y,SBrkr,1601,0,0,1601,2,0,3,TA,7,Typ,1,TA,Attchd,1978.0,RFn,2,TA,TA,Y,0,0,0,0,0,0,None,4,COD,Abnorml,157000,0
1101,RL,60.0,8400,Reg,Inside,SWISU,Norm,1Fam,1Story,2,5,1920,Gable,CompShg,Wd Sdng,None,TA,TA,CBlock,TA,Fa,No,Rec,290,TA,N,FuseF,438,0,0,438,1,0,1,Fa,3,Typ,0,None,Detchd,1930.0,Unf,1,TA,TA,N,0,0,0,0,0,0,None,1,WD,Normal,60000,0
1102,RL,61.0,9758,IR1,Inside,NAmes,Norm,1Fam,1Story,5,5,1971,Gable,CompShg,HdBoard,None,TA,TA,CBlock,TA,TA,No,BLQ,950,TA,Y,SBrkr,950,0,0,950,1,0,3,TA,5,Typ,0,None,Detchd,1981.0,Unf,1,TA,TA,Y,0,0,0,0,0,0,None,7,WD,Normal,119500,0
1103,RL,70.0,7000,Reg,Inside,NAmes,Norm,1Fam,1Story,5,7,1960,Gable,CompShg,Wd Sdng,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,1010,Ex,Y,SBrkr,1134,0,0,1134,1,0,2,TA,6,Typ,0,None,Attchd,1960.0,RFn,1,TA,TA,Y,0,16,0,0,0,0,None,4,WD,Family,135000,0
1104,RL,79.0,8910,Reg,Corner,NAmes,Norm,1Fam,1Story,6,6,1959,Hip,CompShg,BrkFace,None,TA,TA,CBlock,TA,TA,Mn,ALQ,655,Ex,Y,SBrkr,1194,0,0,1194,1,0,3,TA,6,Typ,1,Fa,BuiltIn,1954.0,Fin,2,TA,TA,Y,0,0,192,0,0,0,None,7,WD,Normal,159500,1
1105,RM,24.0,2016,Reg,Inside,BrDale,Norm,TwnhsE,2Story,5,5,1970,Gable,CompShg,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,Unf,630,TA,Y,SBrkr,630,672,0,1302,2,1,3,TA,6,Typ,0,None,Detchd,1970.0,Unf,2,TA,TA,Y,0,0,0,0,0,0,None,4,WD,Normal,106000,0
1106,RL,98.0,12256,IR1,Corner,NoRidge,Norm,1Fam,2Story,8,5,1994,Gable,CompShg,HdBoard,BrkFace,Gd,TA,PConc,Ex,TA,Av,GLQ,1463,Ex,Y,SBrkr,1500,1122,0,2622,2,1,3,Gd,9,Typ,2,TA,Attchd,1994.0,RFn,2,TA,TA,Y,186,32,0,0,0,0,None,4,WD,Normal,325000,1
1107,RL,114.0,10357,IR1,Corner,SawyerW,Feedr,1Fam,1Story,7,5,1990,Hip,CompShg,HdBoard,None,Gd,TA,PConc,Gd,TA,Mn,GLQ,910,Gd,Y,SBrkr,1442,0,0,1442,2,0,3,Gd,6,Typ,1,TA,Attchd,1990.0,Fin,2,TA,TA,Y,0,244,0,0,0,0,None,5,WD,Normal,179900,1
1108,RL,168.0,23257,IR3,CulDSac,Gilbert,Norm,1Fam,2Story,7,5,2006,Gable,CompShg,VinylSd,None,Gd,TA,PConc,Ex,Gd,No,Unf,868,Ex,Y,SBrkr,887,1134,0,2021,2,1,3,Gd,9,Typ,1,Gd,BuiltIn,2006.0,RFn,2,TA,TA,Y,0,100,0,0,0,0,None,9,New,Partial,274725,0
1109,RL,0.0,8063,Reg,Inside,Gilbert,Norm,1Fam,2Story,6,5,2000,Gable,CompShg,VinylSd,None,TA,TA,PConc,Gd,TA,No,Unf,924,Ex,Y,SBrkr,948,742,0,1690,2,1,3,TA,7,Typ,1,TA,Attchd,2000.0,RFn,2,TA,TA,Y,100,48,0,0,0,0,None,11,WD,Abnorml,181000,0
1110,RL,107.0,11362,IR1,Inside,NridgHt,Norm,1Fam,1Story,8,5,2004,Gable,CompShg,MetalSd,Stone,Gd,TA,PConc,Ex,TA,Mn,GLQ,1836,Ex,Y,SBrkr,1836,0,0,1836,2,0,3,Gd,7,Typ,1,Gd,Attchd,2004.0,Fin,3,TA,TA,Y,125,185,0,0,0,0,None,3,WD,Normal,280000,1
1111,RL,0.0,8000,Reg,Inside,Gilbert,Norm,1Fam,2Story,6,5,1995,Gable,CompShg,HdBoard,None,TA,TA,PConc,Gd,TA,No,GLQ,773,Gd,Y,SBrkr,773,885,0,1658,2,1,3,TA,8,Typ,1,TA,Attchd,1995.0,Fin,2,TA,TA,Y,224,84,0,0,0,0,None,6,WD,Normal,188000,1
1112,RL,80.0,10480,Reg,Inside,NWAmes,Norm,1Fam,2Story,7,6,1976,Hip,CompShg,Plywood,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,803,TA,Y,SBrkr,1098,866,0,1964,2,1,4,TA,8,Typ,1,Gd,Attchd,1976.0,RFn,2,TA,TA,Y,0,69,0,0,0,0,None,9,WD,Normal,205000,0
1113,RL,73.0,7100,IR1,Corner,NAmes,Norm,1Fam,1Story,5,7,1957,Gable,CompShg,WdShing,None,TA,TA,CBlock,TA,TA,No,GLQ,816,TA,Y,FuseA,816,0,0,816,1,0,2,TA,5,Typ,0,None,Detchd,1957.0,Unf,1,TA,TA,Y,0,0,0,0,0,0,None,7,WD,Normal,129900,1
1114,RL,66.0,8923,Reg,Inside,NAmes,Norm,1Fam,1Story,5,7,1953,Gable,CompShg,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,BLQ,1008,Gd,Y,SBrkr,1008,0,0,1008,1,0,2,Gd,6,Typ,0,None,Attchd,1953.0,Unf,1,TA,TA,Y,0,18,0,0,0,0,None,5,WD,Normal,134500,1
1115,RL,90.0,5400,Reg,Inside,OldTown,Norm,1Fam,1Story,5,7,1954,Gable,CompShg,MetalSd,None,TA,Gd,CBlock,TA,TA,No,Rec,833,Ex,Y,SBrkr,833,0,0,833,1,0,2,Gd,4,Typ,0,None,Detchd,1955.0,Unf,1,TA,TA,Y,0,0,0,0,0,0,None,8,WD,Normal,117000,0
1116,RL,93.0,12085,Reg,Inside,NridgHt,Norm,1Fam,1Story,8,5,2007,Hip,CompShg,VinylSd,Stone,Gd,TA,PConc,Ex,TA,No,GLQ,1734,Ex,Y,SBrkr,1734,0,0,1734,2,0,3,Ex,7,Typ,1,Gd,Attchd,2007.0,RFn,3,TA,TA,Y,0,0,0,0,0,0,None,11,New,Partial,318000,1
1117,RL,0.0,7750,Reg,Inside,Gilbert,Norm,1Fam,SLvl,8,5,2002,Hip,CompShg,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,408,Ex,Y,SBrkr,779,640,0,1419,2,1,3,Gd,7,Typ,1,TA,BuiltIn,2002.0,Fin,2,TA,TA,Y,120,0,0,0,0,0,None,3,WD,Normal,184100,1
1118,RL,57.0,9764,IR1,FR2,Sawyer,Feedr,1Fam,1Story,5,7,1967,Gable,CompShg,VinylSd,None,TA,TA,CBlock,TA,TA,No,BLQ,894,Ex,Y,SBrkr,894,0,0,894,1,0,3,Gd,5,Typ,0,None,Attchd,1967.0,RFn,2,TA,TA,Y,0,0,0,0,0,0,None,5,WD,Normal,130000,1
1119,RL,85.0,13825,Reg,Inside,Sawyer,Norm,1Fam,SLvl,5,6,1958,Gable,CompShg,MetalSd,None,TA,Gd,CBlock,TA,TA,No,Unf,533,TA,Y,SBrkr,1021,580,0,1601,1,0,3,TA,6,Min2,0,None,BuiltIn,1958.0,RFn,1,TA,TA,Y,280,34,0,0,0,0,None,12,WD,Normal,140000,1
1120,RL,70.0,7560,Reg,Inside,NAmes,Norm,1Fam,1Story,5,5,1959,Gable,CompShg,BrkFace,None,TA,TA,CBlock,TA,TA,No,LwQ,1040,TA,Y,FuseA,1040,0,0,1040,1,0,3,TA,6,Typ,0,None,Attchd,1959.0,RFn,1,TA,TA,Y,140,0,252,0,0,0,None,7,WD,Normal,133700,0
1121,RM,59.0,8263,Reg,Inside,IDOTRR,Norm,1Fam,1Story,6,5,1920,Gable,CompShg,BrkFace,None,TA,TA,BrkTil,TA,TA,No,Unf,1012,TA,Y,FuseA,1012,0,0,1012,1,0,2,TA,6,Typ,1,Gd,Detchd,1920.0,Unf,1,TA,TA,Y,0,22,112,0,0,0,None,5,WD,Normal,118400,0
1122,RL,84.0,10084,Reg,Inside,CollgCr,Norm,1Fam,1Story,7,5,2005,Gable,CompShg,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,1552,Ex,Y,SBrkr,1552,0,0,1552,2,0,3,Gd,7,Typ,0,None,Attchd,2005.0,RFn,3,TA,TA,Y,144,20,0,0,0,0,None,7,New,Partial,212900,0
1123,RL,0.0,8926,IR1,Corner,Edwards,Norm,1Fam,1Story,4,3,1956,Gable,CompShg,AsbShng,None,TA,TA,CBlock,TA,TA,No,Unf,672,Ex,Y,FuseA,960,0,0,960,1,0,3,TA,5,Typ,0,None,Basment,1956.0,Unf,1,TA,TA,Y,64,0,0,0,160,0,None,10,COD,Abnorml,112000,0
1124,RL,50.0,9405,Reg,Inside,Edwards,Norm,1Fam,1Story,5,9,1947,Hip,CompShg,VinylSd,None,TA,Ex,CBlock,TA,TA,No,Unf,698,Ex,Y,SBrkr,698,0,0,698,1,0,2,TA,4,Typ,0,None,None,None,None,0,None,None,Y,0,200,0,0,0,0,None,6,WD,Normal,118000,1
1125,RL,0.0,9125,IR1,Inside,Gilbert,Norm,1Fam,SLvl,7,5,1992,Gable,CompShg,HdBoard,BrkFace,TA,TA,PConc,Gd,TA,No,Unf,384,Gd,Y,SBrkr,812,670,0,1482,2,1,3,Gd,7,Typ,1,TA,Attchd,1992.0,Fin,2,TA,TA,Y,100,25,0,0,0,0,None,7,WD,Normal,163900,0
1126,RL,60.0,10434,Reg,Inside,NAmes,Norm,1Fam,1Story,4,5,1955,Gable,CompShg,Plywood,None,TA,TA,CBlock,TA,TA,No,Unf,1005,TA,Y,SBrkr,1005,0,0,1005,1,0,2,Fa,5,Typ,1,TA,Detchd,1977.0,Unf,2,Fa,Fa,Y,0,0,0,0,0,0,None,11,WD,Normal,115000,0
1127,RL,53.0,3684,Reg,Inside,Blmngtn,Norm,TwnhsE,1Story,7,5,2007,Hip,CompShg,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,1373,Ex,Y,SBrkr,1555,0,0,1555,2,0,2,Gd,7,Typ,1,TA,Attchd,2007.0,Fin,3,TA,TA,Y,143,20,0,0,0,0,None,6,WD,Normal,174000,0
1128,RL,182.0,14572,IR3,Corner,Gilbert,Norm,1Fam,1Story,7,5,2004,Hip,CompShg,VinylSd,None,Gd,TA,PConc,Gd,TA,Av,GLQ,1530,Ex,Y,SBrkr,1530,0,0,1530,2,0,3,Gd,7,Typ,1,Gd,Attchd,2004.0,Fin,3,TA,TA,Y,144,36,0,0,0,0,None,11,WD,Family,259000,1
1129,RL,59.0,11796,IR1,Inside,Gilbert,Norm,1Fam,2Story,7,5,2004,Gable,CompShg,VinylSd,None,Gd,TA,PConc,Gd,TA,Av,Unf,847,Ex,Y,SBrkr,847,1112,0,1959,2,1,4,Gd,8,Typ,1,Gd,BuiltIn,2004.0,Fin,2,TA,TA,Y,100,48,0,0,0,0,None,7,WD,Normal,215000,0
1130,RM,60.0,7200,Reg,Inside,OldTown,Norm,Duplex,SFoyer,5,5,1980,Gable,CompShg,MetalSd,BrkFace,TA,TA,CBlock,Gd,TA,Gd,GLQ,936,TA,Y,SBrkr,936,0,0,936,1,0,2,TA,4,Typ,0,None,Detchd,1980.0,Unf,2,TA,TA,Y,49,0,0,0,0,0,None,8,WD,Normal,140000,1
1131,RL,65.0,7804,Reg,Inside,SWISU,Norm,1Fam,1.5Fin,4,3,1928,Gable,CompShg,WdShing,None,TA,TA,BrkTil,TA,TA,No,BLQ,1122,TA,Y,SBrkr,1328,653,0,1981,2,0,4,Gd,7,Min2,2,TA,Detchd,1981.0,Unf,2,TA,TA,Y,431,44,0,0,0,0,None,12,WD,Normal,135000,1
1132,RL,63.0,10712,Reg,Inside,Mitchel,Norm,1Fam,1Story,5,5,1991,Gable,CompShg,HdBoard,None,TA,TA,PConc,Gd,TA,Mn,BLQ,974,TA,Y,SBrkr,974,0,0,974,1,0,3,TA,5,Typ,0,None,None,None,None,0,None,None,Y,0,28,0,0,0,0,None,9,Oth,Abnorml,93500,0
1133,RM,90.0,9900,Reg,Inside,OldTown,Norm,1Fam,2Story,6,4,1880,Gable,CompShg,Wd Sdng,None,TA,TA,BrkTil,TA,TA,Mn,Unf,1008,TA,Y,SBrkr,1178,1032,0,2210,2,0,5,Fa,8,Typ,0,None,Detchd,1930.0,Unf,1,Fa,TA,N,0,48,0,0,0,0,None,5,WD,Normal,117500,0
1134,RL,80.0,9828,IR1,Inside,SawyerW,Norm,1Fam,2Story,8,5,1995,Gable,CompShg,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,1128,Ex,Y,SBrkr,1142,878,0,2020,2,1,3,Gd,8,Typ,1,TA,Attchd,1995.0,RFn,2,TA,TA,Y,0,155,0,0,0,0,None,6,WD,Normal,239500,0
1135,RL,57.0,8773,IR1,Inside,Gilbert,Norm,1Fam,2Story,6,5,1997,Gable,CompShg,VinylSd,None,TA,TA,PConc,Gd,TA,Av,Unf,916,Gd,Y,SBrkr,916,684,0,1600,2,1,3,TA,7,Typ,1,TA,Attchd,1997.0,Fin,2,TA,TA,Y,100,38,0,0,0,0,None,8,WD,Normal,169000,0
1136,RM,60.0,6180,Reg,Corner,BrkSide,Norm,1Fam,1Story,6,5,1926,Gable,CompShg,Wd Sdng,None,TA,TA,BrkTil,TA,TA,No,Unf,960,TA,N,SBrkr,986,0,0,986,1,0,2,TA,5,Typ,1,Gd,Detchd,1926.0,Unf,1,TA,TA,Y,0,128,0,0,0,0,None,5,WD,Normal,102000,0
1137,RL,80.0,9600,Reg,Inside,NAmes,Norm,1Fam,1.5Fin,6,5,1950,Gable,CompShg,VinylSd,None,TA,TA,CBlock,TA,TA,No,BLQ,1032,TA,Y,FuseA,1032,220,0,1252,1,0,3,TA,6,Typ,0,None,Attchd,1950.0,Unf,1,TA,TA,Y,0,0,96,0,0,0,None,4,WD,Abnorml,119000,0
1138,RL,54.0,6342,Reg,Inside,Sawyer,Feedr,1Fam,1.5Fin,5,8,1875,Gable,CompShg,VinylSd,None,TA,Gd,CBlock,TA,TA,No,Unf,780,Gd,N,SBrkr,780,240,0,1020,1,0,2,TA,6,Typ,0,None,None,None,None,0,None,None,N,0,0,176,0,0,0,None,5,WD,Normal,94000,0
1139,RL,0.0,9819,IR1,Inside,Mitchel,Norm,1Fam,1Story,6,5,1977,Gable,CompShg,Plywood,None,TA,TA,PConc,TA,TA,Gd,ALQ,1567,TA,Y,SBrkr,1567,0,0,1567,2,0,2,Gd,5,Typ,2,TA,Attchd,1977.0,RFn,2,TA,TA,Y,264,32,0,0,0,0,None,5,WD,Normal,196000,1
1140,RL,98.0,8731,IR1,Inside,BrkSide,Norm,1Fam,1Story,5,5,1920,Gable,CompShg,Stucco,None,TA,Fa,BrkTil,TA,TA,No,BLQ,915,TA,Y,SBrkr,1167,0,0,1167,1,0,3,TA,6,Maj1,1,Gd,Detchd,1972.0,Unf,2,TA,TA,Y,0,0,216,0,126,0,None,5,WD,Normal,144000,0
1141,RL,60.0,7350,Reg,Corner,NAmes,Norm,1Fam,1Story,5,7,1951,Gable,CompShg,HdBoard,None,TA,TA,CBlock,TA,TA,Mn,ALQ,952,TA,Y,SBrkr,952,0,0,952,1,0,2,TA,4,Typ,0,None,Detchd,1988.0,Unf,2,TA,TA,Y,0,0,0,0,0,0,None,6,COD,Abnorml,139000,1
1142,RL,0.0,10304,IR1,CulDSac,NWAmes,PosN,1Fam,2Story,5,7,1976,Gable,CompShg,Plywood,BrkFace,TA,Gd,CBlock,TA,TA,No,ALQ,780,Ex,Y,SBrkr,1088,780,0,1868,2,1,4,Gd,9,Typ,1,TA,Attchd,1976.0,Unf,2,TA,TA,Y,448,96,0,0,0,0,None,10,WD,Normal,197500,1
1143,RL,77.0,9965,Reg,Inside,CollgCr,Norm,1Fam,2Story,8,5,2006,Hip,CompShg,VinylSd,Stone,Gd,TA,PConc,Ex,TA,Gd,GLQ,1466,Ex,Y,SBrkr,1466,1362,0,2828,3,0,4,Gd,11,Typ,1,TA,BuiltIn,2006.0,RFn,3,TA,TA,Y,125,144,0,0,0,0,None,4,New,Partial,424870,1
1144,RL,0.0,9000,Reg,Inside,Sawyer,Norm,1Fam,1Story,5,3,1959,Gable,CompShg,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,GLQ,1006,TA,Y,SBrkr,1006,0,0,1006,1,0,3,TA,5,Typ,0,None,None,None,None,0,None,None,Y,0,24,0,0,0,0,None,7,WD,Normal,80000,0
1145,RL,60.0,12180,Reg,Inside,Edwards,Norm,2fmCon,1.5Fin,4,4,1941,Gable,CompShg,MetalSd,None,TA,Fa,BrkTil,Gd,TA,No,BLQ,672,Fa,N,FuseA,672,252,0,924,1,0,2,Fa,5,Typ,0,None,Detchd,1941.0,Unf,1,TA,TA,Y,0,0,0,0,0,0,None,7,WD,Normal,80000,1
1146,RM,52.0,6240,Reg,Inside,BrkSide,Norm,1Fam,1.5Fin,5,6,1928,Gable,CompShg,MetalSd,None,TA,TA,BrkTil,TA,TA,No,Unf,1042,Ex,Y,SBrkr,1042,534,0,1576,1,0,3,TA,8,Typ,1,Gd,Detchd,1928.0,Unf,1,TA,TA,Y,0,0,0,0,0,0,None,8,WD,Family,149000,0
1147,RL,0.0,11200,Reg,Inside,SawyerW,Norm,1Fam,1Story,6,5,1985,Gable,CompShg,Wd Sdng,BrkFace,Gd,TA,CBlock,Gd,TA,No,GLQ,1298,TA,Y,SBrkr,1298,0,0,1298,2,0,3,Gd,5,Typ,1,TA,Attchd,1985.0,Unf,2,TA,TA,Y,165,26,0,0,0,0,None,5,WD,Normal,180000,1
1148,RL,75.0,12000,Reg,Inside,Crawfor,Norm,1Fam,2Story,7,7,1941,Gable,CompShg,MetalSd,None,TA,TA,CBlock,TA,TA,No,Rec,704,Ex,Y,SBrkr,860,704,0,1564,1,1,3,Fa,7,Typ,1,Gd,Attchd,1941.0,Unf,1,TA,TA,Y,0,0,0,0,0,0,None,7,WD,Normal,174500,0
1149,RM,0.0,5700,Reg,Inside,OldTown,Norm,1Fam,1.5Fin,7,7,1926,Gable,CompShg,Wd Sdng,None,TA,TA,PConc,TA,TA,No,Unf,572,TA,Y,SBrkr,572,539,0,1111,1,0,2,TA,5,Typ,1,Gd,Detchd,1982.0,Unf,1,TA,TA,Y,0,0,176,0,0,0,None,8,WD,Normal,116900,0
1150,RM,50.0,9000,Reg,Inside,OldTown,Artery,1Fam,2Story,7,9,1920,Hip,CompShg,VinylSd,None,TA,Gd,PConc,TA,TA,No,ALQ,650,Ex,Y,SBrkr,832,650,0,1482,1,0,3,TA,7,Typ,0,None,Detchd,1930.0,Unf,2,TA,TA,Y,0,0,0,0,0,0,None,7,WD,Normal,143000,1
1151,RL,57.0,8280,IR1,Inside,NAmes,Norm,1Fam,1Story,6,5,1950,Gable,CompShg,BrkFace,None,TA,TA,CBlock,TA,TA,No,Unf,932,Ex,Y,FuseA,932,0,0,932,1,0,2,Gd,4,Typ,1,Gd,Attchd,1950.0,Unf,1,TA,TA,Y,0,0,214,0,0,0,None,11,WD,Normal,124000,0
