Id,MSZoning,LotFrontage,LotArea,LotShape,LotConfig,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,RoofStyle,RoofMatl,Exterior1st,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,TotalBsmtSF,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscFeature,MoSold,SaleType,SaleCondition,SalePrice,BsmtHasBath
701,3,85.0,14331,3,4,23,2,0,2,8,5,103,3,1,12,1,2,4,2,0,4,1,2,1800,0,1,4,1800,0,0,1800,2,0,3,2,7,6,1,2,1,88,0,3,5,5,2,270,78,0,0,0,0,1,5,8,4,312500,1
702,3,80.0,9600,3,4,14,2,0,2,7,5,70,3,1,6,1,3,4,1,4,4,3,6,1164,4,1,4,1164,0,0,1164,1,1,3,3,6,6,0,3,1,55,3,2,5,5,2,0,0,0,0,0,0,1,7,0,4,140000,0
703,3,82.0,12438,0,4,22,2,0,5,8,5,107,3,1,12,1,0,4,2,0,1,3,6,1234,0,1,4,1264,1312,0,2576,2,1,4,0,10,6,1,2,3,92,0,3,5,5,2,324,100,0,0,0,0,1,7,6,5,361919,0
704,4,76.0,7630,3,4,17,1,1,5,5,9,9,1,1,13,2,3,2,0,2,4,3,6,360,2,1,4,1032,780,0,1812,2,0,4,2,8,6,1,4,5,85,3,2,5,5,0,344,0,40,0,0,0,1,5,8,4,140000,0
705,3,70.0,8400,3,4,5,2,0,2,7,5,105,1,1,12,1,2,4,2,2,4,0,2,1473,0,1,4,1484,0,0,1484,2,0,3,2,7,6,0,3,1,90,2,2,5,5,2,0,35,0,144,0,0,1,5,8,4,213000,1
706,4,70.0,5600,3,4,9,2,1,5,4,5,34,3,1,12,2,1,1,3,3,2,4,4,0,1,0,4,372,720,0,1092,2,0,3,1,7,4,0,3,6,97,1,0,3,3,0,0,0,0,0,0,0,2,7,8,4,55000,0
707,3,0.0,115149,1,1,4,2,0,2,7,5,72,1,1,9,3,3,4,1,2,4,1,2,1643,4,1,4,1824,0,0,1824,2,0,2,2,5,6,2,5,1,57,3,2,5,5,2,380,48,0,0,0,0,1,6,8,4,302000,1
708,3,48.0,6240,3,4,16,2,4,2,8,5,107,3,1,8,1,2,4,2,2,4,3,2,1324,0,1,4,1324,0,0,1324,2,0,2,2,6,6,1,2,1,92,0,2,5,5,2,192,38,0,0,0,0,1,12,8,4,254000,1
709,3,65.0,9018,0,4,8,2,0,5,7,5,108,3,1,12,2,2,4,2,2,4,0,6,728,0,1,4,728,728,0,1456,2,1,3,2,8,6,1,2,1,93,0,2,5,5,2,100,24,0,0,0,0,1,7,6,5,179540,0
710,3,0.0,7162,0,4,19,2,0,2,5,7,67,1,1,6,0,3,4,2,4,4,3,6,876,4,1,4,904,0,0,904,1,0,3,3,6,6,0,3,1,52,3,1,5,5,2,0,0,0,0,0,0,1,12,8,0,109900,0
711,3,56.0,4130,0,4,3,2,0,2,3,6,38,1,1,12,2,2,4,1,4,4,3,6,270,2,1,4,729,0,0,729,1,0,2,3,5,1,0,3,6,97,1,0,3,3,0,0,0,0,0,0,0,1,7,8,4,52000,0
712,0,66.0,8712,3,4,9,2,0,0,4,7,9,1,1,8,2,3,4,4,4,4,2,6,859,2,1,4,859,319,0,1178,1,0,2,3,7,6,0,3,5,50,2,1,5,5,0,68,0,98,0,0,0,1,1,8,0,102776,0
713,3,40.0,4671,0,4,22,2,4,2,8,5,89,1,1,6,2,2,4,2,2,4,2,2,1228,2,1,4,1228,0,0,1228,2,0,2,2,5,6,1,2,1,74,0,2,5,5,2,168,120,0,0,0,0,1,10,8,4,189000,1
714,3,60.0,9873,3,4,3,6,1,2,4,5,71,1,1,6,1,3,4,1,4,4,0,0,960,4,0,4,960,0,0,960,1,0,3,3,6,6,0,3,5,56,3,2,5,5,2,0,288,0,0,0,0,1,5,8,4,129000,1
715,3,0.0,13517,0,1,19,5,0,5,6,8,77,1,1,6,1,2,4,1,4,4,3,2,725,0,1,4,725,754,0,1479,2,1,3,2,6,6,0,3,1,62,2,2,5,5,2,0,44,0,0,0,0,1,3,8,4,130500,0
716,3,78.0,10140,3,4,14,2,0,2,6,5,75,3,1,6,1,3,4,1,2,4,3,6,1064,4,1,4,1350,0,0,1350,2,0,3,3,7,6,1,5,1,60,2,2,5,5,2,0,0,0,0,0,0,1,8,8,4,165000,0
717,4,60.0,10800,3,4,17,2,0,5,7,8,5,1,1,13,2,3,2,0,4,4,3,6,718,0,1,4,1576,978,0,2554,1,1,3,3,8,6,0,3,5,82,3,2,5,5,1,0,48,143,0,0,0,1,7,8,4,159500,0
718,3,80.0,10000,3,4,14,2,0,2,5,6,74,1,1,6,2,3,4,1,2,4,3,1,1176,2,1,4,1178,0,0,1178,1,1,3,2,5,6,1,1,1,59,3,2,5,5,2,224,0,0,0,0,0,1,11,8,4,157000,1
719,3,96.0,10542,3,4,15,2,0,5,7,5,94,3,1,13,1,2,4,2,2,4,1,2,1311,0,1,4,1325,1093,0,2418,2,1,3,2,9,6,1,5,1,79,2,3,5,5,2,250,154,216,0,0,0,1,8,8,4,341000,1
720,3,69.0,9920,0,4,5,2,0,2,5,6,70,1,1,6,2,3,4,1,2,4,1,0,971,4,1,4,971,0,0,971,1,1,3,3,5,6,1,4,1,55,3,1,5,5,2,0,0,0,0,0,0,1,5,8,4,128500,0
721,3,0.0,6563,0,1,22,2,0,2,8,5,86,1,1,6,2,2,4,2,2,4,1,2,1742,4,1,4,1742,0,0,1742,2,0,2,2,5,6,1,5,1,71,2,2,5,5,2,114,28,234,0,0,0,1,12,8,4,275000,1
722,4,0.0,4426,3,4,5,2,4,2,6,5,105,1,1,12,1,2,4,2,2,4,0,2,848,0,1,4,848,0,0,848,1,0,1,2,3,6,0,3,1,90,2,2,5,5,2,160,0,0,0,0,0,1,5,8,4,143000,1
723,3,70.0,8120,3,4,12,2,0,2,4,7,71,1,1,8,2,3,2,1,4,4,3,0,864,0,1,4,864,0,0,864,1,0,3,3,5,6,0,3,5,80,3,2,5,5,2,0,0,0,0,0,0,1,7,8,4,124500,0
724,3,60.0,8172,3,4,7,2,0,0,4,6,55,1,1,8,2,3,4,2,4,4,3,6,941,0,1,4,997,473,0,1470,2,0,4,3,7,6,0,3,5,44,3,1,5,5,2,0,0,0,0,156,0,1,5,8,4,135000,0
725,3,86.0,13286,0,4,7,2,0,2,9,5,108,3,1,5,3,0,4,2,0,4,3,2,1698,0,1,4,1698,0,0,1698,2,0,3,0,8,6,1,2,1,93,0,3,5,5,2,327,64,0,0,0,0,1,2,8,4,320000,1
726,3,60.0,6960,3,4,12,2,0,2,4,6,71,1,1,6,2,3,4,1,4,4,3,0,864,4,1,4,864,0,0,864,1,0,3,2,5,6,0,3,5,75,3,2,5,5,2,96,0,0,0,0,0,3,11,8,4,120500,0
727,3,0.0,21695,0,0,6,2,0,2,6,9,89,3,1,13,1,2,2,1,2,4,3,2,880,0,1,4,1680,0,0,1680,2,0,3,2,5,6,1,2,1,74,0,2,5,5,2,292,44,0,182,0,0,1,12,8,4,222000,1
728,3,64.0,7314,3,4,5,2,0,2,7,5,108,1,1,12,3,2,4,2,2,4,0,2,1232,0,1,4,1232,0,0,1232,2,0,2,2,6,6,0,3,1,93,2,2,5,5,2,132,0,0,0,0,0,1,2,8,4,194500,1
729,3,85.0,11475,3,0,12,2,2,2,5,5,59,1,1,12,1,3,4,1,4,4,3,6,1584,4,1,4,1776,0,0,1776,2,0,4,3,9,6,0,3,5,54,3,3,5,5,2,0,25,0,0,0,0,1,7,0,0,110000,1
730,4,52.0,6240,3,4,9,2,0,0,4,5,29,1,1,8,2,3,4,1,4,4,3,1,780,4,1,0,848,0,360,1208,1,0,2,3,5,6,0,3,5,48,3,2,5,5,2,0,23,112,0,0,0,1,1,8,4,103000,0
731,3,39.0,5389,0,4,22,2,4,2,8,5,96,1,1,5,2,2,4,2,2,4,3,2,1595,0,1,4,1616,0,0,1616,2,0,2,2,5,6,1,5,1,81,2,2,5,5,2,237,152,0,0,0,0,1,3,8,4,236500,1
732,3,73.0,9590,0,0,23,2,0,7,7,5,104,1,1,12,1,2,4,2,0,4,0,2,868,0,1,4,1146,0,0,1146,2,0,3,2,6,6,1,2,1,89,0,2,5,5,2,160,22,0,0,0,0,1,5,8,4,187500,1
733,3,75.0,11404,0,4,5,2,0,5,7,5,99,1,1,12,1,2,4,2,2,4,0,0,1153,0,1,4,1153,878,0,2031,2,1,3,2,8,6,1,5,1,84,0,2,5,5,2,192,84,0,0,0,0,1,7,8,4,222500,0
734,3,80.0,10000,3,0,19,1,0,2,5,6,62,3,1,6,2,3,4,1,4,4,3,1,864,0,1,4,1144,0,0,1144,1,0,3,3,6,6,1,5,1,47,2,1,5,5,2,165,0,0,0,0,0,3,3,8,4,131400,1
735,3,0.0,8978,0,0,19,2,0,2,5,5,69,1,1,9,2,3,4,2,4,4,3,6,948,4,1,4,948,0,0,948,1,0,3,3,6,6,0,3,1,54,3,1,5,5,2,147,0,0,0,0,0,1,5,8,3,108000,0
736,4,60.0,10800,3,4,17,2,0,4,7,7,18,1,1,13,2,3,4,0,2,4,2,5,880,1,0,4,880,888,0,1768,1,1,2,3,6,6,2,5,5,4,3,2,5,5,0,0,341,0,0,0,0,1,10,8,4,163000,0
737,3,60.0,8544,3,4,12,2,2,2,3,4,51,1,1,11,2,3,4,1,3,2,4,4,0,2,0,1,1040,0,0,1040,2,0,2,3,6,6,0,3,5,35,3,2,5,5,2,0,0,0,0,0,0,1,7,8,4,93500,0
738,3,72.0,10463,0,1,8,2,0,5,8,5,106,1,1,12,2,2,4,2,2,4,3,6,893,0,1,4,901,900,0,1801,2,1,3,2,8,6,1,2,1,91,0,3,5,5,2,0,116,0,0,0,0,1,6,8,4,239900,0
739,3,60.0,10800,3,4,7,2,2,2,5,5,88,1,1,9,2,3,4,1,2,1,1,2,1200,4,1,4,1200,0,0,1200,3,0,3,3,5,6,0,3,6,97,1,0,3,3,2,120,0,0,0,0,0,1,3,8,2,179000,1
740,3,65.0,9313,0,4,5,2,0,5,7,5,105,1,1,12,2,2,4,2,2,4,3,6,864,0,1,4,864,864,0,1728,2,1,3,2,7,6,0,3,1,90,2,2,5,5,2,187,56,0,0,0,0,1,4,8,4,190000,0
741,4,60.0,9600,3,4,17,2,0,5,5,7,14,1,1,13,2,3,2,0,1,0,3,6,264,0,1,4,768,664,0,1432,2,0,2,3,7,6,0,3,5,3,3,2,5,2,2,270,0,112,0,0,0,1,5,8,0,132000,0
742,3,65.0,6768,0,4,19,1,0,2,6,8,62,3,1,6,2,3,2,1,4,4,2,2,912,2,1,4,912,0,0,912,1,0,3,2,5,6,0,3,5,48,3,1,5,5,2,168,0,0,0,0,0,1,5,8,4,142000,1
743,3,65.0,8450,3,4,20,2,0,2,7,5,101,1,1,12,1,3,4,2,2,4,3,6,1349,0,1,4,1349,0,0,1349,2,0,3,3,6,6,0,3,1,86,3,2,5,5,2,120,55,0,0,0,0,1,12,8,4,179000,0
744,3,70.0,12886,0,4,19,2,0,7,5,6,64,1,1,6,2,3,4,1,2,4,0,0,520,0,1,4,1464,0,0,1464,2,0,3,3,6,3,1,5,1,83,2,2,5,5,2,302,0,0,0,100,0,1,10,8,4,175000,1
745,3,41.0,5395,0,4,22,2,4,2,8,5,94,1,1,6,2,2,4,2,2,4,3,2,1337,2,1,4,1337,0,0,1337,2,0,2,2,5,6,1,5,1,79,2,2,5,5,2,96,0,70,168,0,0,1,10,8,4,180000,1
746,3,0.0,8963,0,4,14,2,0,5,8,9,77,3,1,12,1,0,2,1,4,1,3,2,1142,0,1,4,1175,1540,0,2715,3,1,4,2,11,6,2,5,3,80,0,2,5,5,2,0,204,0,0,0,0,1,7,8,4,299800,1
747,3,0.0,8795,0,4,8,2,0,5,7,5,101,1,1,12,2,2,4,2,2,4,3,2,952,0,1,4,980,1276,0,2256,2,1,4,2,8,6,1,5,3,86,0,2,5,5,2,224,54,0,0,0,0,1,4,8,4,236000,0
748,4,65.0,11700,0,0,17,2,0,5,7,7,2,4,1,11,2,2,4,4,4,0,3,6,1240,4,0,4,1320,1320,0,2640,1,1,4,2,8,6,1,2,5,36,3,4,5,5,0,181,0,386,0,0,0,1,5,8,4,265979,0
749,3,59.0,10593,0,4,15,2,0,2,7,5,97,3,1,12,1,2,4,2,2,4,3,2,1720,0,1,4,1720,0,0,1720,2,0,3,2,7,6,1,5,1,82,0,2,5,5,2,240,56,154,0,0,0,1,3,8,4,260400,1
750,3,50.0,8405,3,4,7,2,0,0,4,3,46,1,1,14,2,3,4,3,3,2,4,4,0,4,0,1,1088,441,0,1529,2,0,4,3,9,4,0,3,5,31,3,1,5,5,0,92,0,185,0,0,0,1,4,8,4,98000,0
751,4,55.0,8800,3,0,17,2,0,0,4,7,14,1,1,13,2,3,4,0,4,0,3,6,576,2,1,4,792,348,0,1140,1,0,3,3,7,3,0,3,6,97,1,0,3,3,0,0,160,0,0,0,0,1,6,8,4,96500,0
752,3,0.0,7750,3,4,8,6,0,5,7,5,104,1,1,12,2,2,4,2,2,4,3,6,660,0,1,4,660,660,0,1320,2,1,3,2,6,6,0,3,1,89,0,2,5,5,2,0,48,0,0,0,0,1,8,8,4,162000,0
753,3,79.0,9236,0,4,5,2,0,2,6,5,98,1,1,12,2,3,2,2,2,4,1,2,1479,0,1,4,1494,0,0,1494,2,0,3,2,6,6,0,3,1,83,2,2,5,5,2,168,27,0,0,0,0,1,7,8,4,217000,1
754,3,80.0,10240,3,4,16,2,0,5,8,5,106,1,1,12,1,2,4,2,2,4,2,6,1030,2,1,4,1038,1060,0,2098,2,1,3,0,8,6,1,2,1,91,2,3,5,5,2,192,52,0,0,0,0,1,3,8,4,275500,0
755,3,61.0,7930,3,4,12,2,0,2,6,8,70,1,1,9,2,3,4,1,4,4,3,2,1026,2,1,4,1026,0,0,1026,1,0,3,2,5,6,0,3,5,55,2,2,5,5,2,171,48,0,0,0,0,1,7,8,4,156000,1
756,1,34.0,3230,3,4,21,2,4,5,6,5,100,1,1,8,1,3,4,2,2,4,3,2,729,2,1,4,742,729,0,1471,2,1,3,3,6,6,0,3,5,85,3,2,5,5,2,0,24,0,0,0,0,1,3,8,4,172500,0
757,3,68.0,10769,0,4,5,2,0,5,8,5,108,1,1,12,2,2,4,2,2,4,0,2,866,0,1,4,866,902,0,1768,2,1,3,2,7,6,0,3,1,93,2,2,5,5,2,144,105,0,0,0,0,1,4,8,4,212000,0
758,3,0.0,11616,0,1,19,2,0,5,6,5,79,3,1,6,0,3,4,1,4,4,2,5,672,4,1,4,672,714,0,1386,2,1,3,3,6,6,1,5,1,64,0,2,5,5,2,335,0,0,0,0,0,1,4,8,0,158900,0
759,1,24.0,2280,3,4,21,2,3,5,7,5,100,1,1,8,1,3,4,2,2,4,3,0,744,2,1,4,757,744,0,1501,2,1,3,3,6,6,0,3,5,85,3,2,5,5,2,0,0,0,0,0,0,1,8,8,4,179400,0
760,3,65.0,12257,0,4,15,2,0,5,8,5,96,1,1,12,1,2,4,2,2,4,0,3,1318,0,1,4,1328,1203,0,2531,2,1,4,2,9,6,1,5,1,81,2,3,5,5,2,222,98,0,0,0,0,1,11,8,4,290000,0
761,3,70.0,9100,3,4,12,2,0,2,6,6,60,3,1,13,2,3,4,1,4,4,3,5,864,0,1,4,864,0,0,864,1,0,2,3,5,6,0,3,5,94,3,1,0,0,2,0,0,0,0,0,0,3,10,8,4,127500,0
762,4,60.0,6911,3,2,3,1,0,2,5,5,28,1,1,13,2,3,4,2,4,4,2,3,1145,4,1,4,1301,0,0,1301,1,0,2,1,5,2,0,3,5,51,3,2,5,5,2,0,0,0,0,0,0,1,10,8,4,100000,0
763,1,72.0,8640,3,4,21,2,0,5,7,5,110,1,1,12,2,3,4,2,2,4,2,2,756,0,1,4,764,783,0,1547,2,1,3,2,7,6,0,3,1,95,3,2,5,5,2,169,45,0,0,0,0,1,6,2,4,215200,0
764,3,82.0,9430,3,4,15,2,0,5,8,5,100,1,1,12,1,2,4,2,2,4,2,2,1252,0,1,4,1268,1097,0,2365,2,1,3,2,8,6,1,2,1,85,2,3,5,5,2,0,128,0,0,180,0,1,7,8,4,337000,1
765,3,30.0,9549,0,1,24,2,4,2,8,5,96,3,1,3,2,2,2,2,2,1,0,3,1494,0,1,4,1494,0,0,1494,1,1,2,0,6,6,1,2,1,81,0,2,5,5,2,0,30,0,0,216,0,1,4,8,4,270000,1
766,3,75.0,14587,0,4,21,2,0,2,9,5,109,1,1,12,3,2,4,2,2,4,3,6,1498,0,1,4,1506,0,0,1506,2,0,2,0,6,6,1,2,1,94,0,2,5,5,2,0,174,0,0,0,0,1,8,6,5,264132,0
767,3,80.0,10421,3,4,14,2,0,5,7,5,89,1,1,6,1,3,4,1,2,4,3,2,980,4,1,4,980,734,0,1714,2,1,3,3,7,6,1,5,1,74,3,2,5,5,2,228,66,156,0,0,0,3,3,8,4,196500,0
768,3,75.0,12508,0,4,11,2,0,0,6,7,43,1,1,12,2,3,4,1,2,4,2,0,983,0,1,4,983,767,0,1750,2,0,4,3,7,4,0,3,1,75,3,1,5,5,2,245,0,156,0,0,0,3,7,8,4,160000,1
769,3,70.0,9100,3,4,5,2,0,2,7,5,105,3,1,12,2,2,4,2,2,4,3,2,1860,0,1,4,1836,0,0,1836,2,0,3,2,8,6,1,2,1,90,0,2,5,5,2,120,33,0,0,0,0,1,10,8,4,216837,0
770,3,47.0,53504,1,1,22,2,0,5,8,5,104,3,1,5,1,0,4,2,2,4,1,0,1650,0,1,4,1690,1589,0,3279,3,1,4,0,12,4,1,2,3,89,0,3,5,5,2,503,36,0,0,210,0,1,6,8,4,538000,1
771,3,0.0,7252,0,1,19,2,0,6,5,5,83,3,1,13,2,3,4,1,2,4,0,2,858,4,1,4,858,0,0,858,1,0,2,3,5,6,0,3,5,69,3,2,5,5,2,120,0,0,0,0,0,1,4,8,4,134900,1
772,3,67.0,8877,3,4,7,2,0,2,4,5,52,1,1,13,2,3,4,1,1,0,3,3,836,4,1,1,1220,0,0,1220,1,0,2,3,6,6,0,3,5,37,3,2,5,5,2,0,0,0,0,0,0,1,4,0,4,102000,0
773,3,94.0,7819,3,4,7,2,0,7,6,5,77,1,1,9,2,3,4,1,4,4,0,0,1029,4,1,4,1117,0,0,1117,1,0,3,3,6,6,1,5,5,62,3,2,5,5,2,144,0,0,0,0,0,1,3,8,0,107000,1
774,3,70.0,10150,3,4,12,1,0,2,5,5,59,1,1,13,2,3,4,1,4,4,3,5,912,0,1,0,912,0,0,912,1,0,2,3,5,6,0,3,1,44,2,1,5,5,2,0,0,0,0,0,0,1,7,0,4,114500,0
775,3,110.0,14226,3,0,16,2,0,2,8,5,107,3,1,12,1,2,4,2,2,4,0,6,1935,2,1,4,1973,0,0,1973,2,0,3,2,9,6,1,2,1,92,0,3,5,5,2,315,45,0,0,0,0,1,7,6,5,395000,0
776,4,32.0,4500,3,2,11,2,4,2,6,5,99,3,1,12,1,3,4,2,0,4,3,2,1204,0,1,4,1204,0,0,1204,2,0,2,3,5,6,0,3,1,84,0,2,5,5,2,0,247,0,0,0,0,1,6,8,4,162000,1
777,3,86.0,11210,0,4,5,2,0,2,7,5,106,1,1,12,1,2,4,2,2,4,0,2,1614,0,1,4,1614,0,0,1614,2,0,3,2,7,6,0,3,1,91,2,3,5,5,2,144,59,0,0,0,0,1,7,6,5,221500,0
778,3,100.0,13350,0,4,19,2,0,2,5,5,75,3,1,6,2,3,4,1,4,4,3,0,864,4,1,4,894,0,0,894,1,0,3,3,5,6,1,1,1,60,3,2,5,5,2,241,0,0,0,0,0,1,6,8,4,142500,1
779,2,60.0,8400,3,4,20,1,2,2,5,5,78,1,1,9,1,3,4,3,3,2,4,4,0,4,1,4,2020,0,0,2020,2,0,4,3,10,6,2,5,5,63,3,2,5,5,2,0,0,0,0,0,0,1,10,8,4,144000,0
780,3,78.0,10530,3,4,11,2,2,6,6,5,78,1,1,9,1,3,4,1,2,4,1,2,975,4,1,4,1004,0,0,1004,1,0,2,3,4,6,0,3,1,63,3,2,5,5,2,0,0,0,0,0,0,1,5,8,4,135000,1
781,3,63.0,7875,3,4,8,2,0,2,7,5,96,1,1,6,1,3,4,2,2,1,3,6,1237,2,1,4,1253,0,0,1253,2,0,3,3,6,6,1,5,1,81,0,2,5,5,2,220,21,0,0,0,0,1,6,8,4,176000,0
782,3,65.0,7153,3,4,20,2,0,5,6,5,93,1,1,12,2,2,2,2,2,4,3,0,761,0,1,4,810,793,0,1603,2,1,3,2,7,6,0,3,1,78,2,2,5,5,2,0,124,0,0,0,0,1,7,8,4,175900,0
783,3,67.0,16285,1,4,5,2,0,2,7,5,102,1,1,12,2,2,4,2,2,4,3,6,1413,0,1,4,1430,0,0,1430,2,0,3,2,6,6,0,3,1,87,2,2,5,5,2,0,33,0,0,0,0,1,6,8,4,187100,0
784,3,0.0,9101,0,0,11,2,0,6,5,6,79,1,1,9,1,3,2,2,2,4,0,2,1097,0,1,4,1110,0,0,1110,1,0,1,2,4,6,1,5,1,64,0,2,5,5,2,303,30,0,0,0,0,1,7,8,4,165500,1
785,4,35.0,6300,3,4,17,2,0,4,6,6,18,1,1,13,2,3,4,1,4,4,3,6,742,0,1,4,742,742,0,1484,2,0,3,3,9,6,1,2,6,97,1,0,3,3,2,0,291,134,0,0,0,1,6,8,4,128000,0
786,3,0.0,9790,3,4,14,1,0,2,6,5,68,1,1,3,2,3,4,1,4,4,3,5,1372,4,1,4,1342,0,0,1342,2,0,3,3,7,6,1,2,1,53,3,2,5,5,2,0,0,0,0,197,0,1,9,8,4,161500,0
787,4,60.0,10800,3,4,17,0,0,0,5,6,19,1,1,8,2,3,2,2,1,4,3,3,686,4,1,4,966,686,0,1652,2,0,4,3,7,6,0,3,5,47,3,1,5,5,2,0,0,196,0,0,0,3,6,8,4,139000,1
788,3,76.0,10142,0,4,20,2,0,5,7,5,105,1,1,12,2,2,4,2,2,4,3,2,956,0,1,4,956,1128,0,2084,2,1,4,2,8,6,0,3,3,90,2,2,5,5,2,0,45,0,0,0,0,1,1,8,4,233000,1
789,4,50.0,6000,3,0,17,2,0,2,4,7,55,1,1,8,2,3,4,1,4,4,3,6,901,0,1,4,901,0,0,901,1,0,2,3,4,6,0,3,5,40,3,1,1,5,2,0,0,0,0,0,0,1,8,8,4,107900,0
790,3,0.0,12205,0,4,4,2,0,5,6,8,67,1,1,6,1,3,4,1,4,0,1,3,832,2,1,4,976,1111,0,2087,2,1,5,2,9,6,0,3,1,52,0,2,5,5,2,133,168,0,0,0,0,1,7,8,4,187500,0
791,3,43.0,3182,3,4,0,2,4,2,7,5,106,1,1,12,1,2,4,2,2,4,3,2,1145,0,1,4,1145,0,0,1145,2,0,2,2,5,6,1,2,1,91,0,2,5,5,2,100,16,0,0,0,0,1,9,8,4,160200,0
792,3,0.0,11333,0,0,11,2,0,7,6,5,77,1,1,6,2,3,4,2,2,4,0,0,1029,4,1,4,1062,0,0,1062,1,0,3,3,5,6,2,5,1,62,2,2,5,5,2,120,0,0,0,0,0,1,5,8,4,146800,1
793,3,92.0,9920,0,1,15,2,0,5,7,5,97,1,1,8,2,2,4,2,2,4,0,2,1117,0,1,4,1127,886,0,2013,2,1,3,3,8,6,1,5,1,83,3,2,5,5,2,180,130,0,0,0,0,1,6,8,4,269790,1
794,3,76.0,9158,3,4,21,2,0,2,8,5,108,1,1,5,3,2,4,2,2,4,0,6,1496,0,1,4,1496,0,0,1496,2,0,3,2,7,6,0,3,1,93,0,2,5,5,2,168,130,0,0,0,0,1,6,6,5,225000,0
795,3,0.0,10832,0,0,8,2,0,5,7,5,95,1,1,8,2,2,4,2,2,4,3,6,712,0,1,4,1086,809,0,1895,2,1,3,2,7,6,1,5,1,80,0,2,5,5,2,143,46,0,0,0,0,3,10,8,4,194500,0
796,3,70.0,8400,3,4,20,2,0,5,6,6,81,1,1,6,1,3,4,1,2,4,3,6,650,4,1,4,888,676,0,1564,2,1,3,3,7,6,1,5,1,66,3,2,5,5,2,0,50,0,0,204,0,1,4,8,4,171000,0
797,3,71.0,8197,3,4,19,2,0,2,6,5,78,1,1,9,1,3,4,1,4,4,3,6,660,0,1,4,1285,0,0,1285,1,1,3,3,7,6,1,5,1,63,2,2,5,5,2,138,0,0,0,0,0,1,4,8,4,143500,0
798,3,57.0,7677,3,4,12,2,0,2,5,5,54,1,1,12,2,3,4,1,4,4,3,1,773,2,1,4,773,0,0,773,1,0,2,3,4,6,0,3,1,39,3,1,5,5,2,0,0,0,0,0,0,1,4,8,0,110000,0
799,3,104.0,13518,3,4,16,2,0,5,9,5,109,3,1,12,3,0,4,2,0,4,3,6,1926,0,1,4,1966,1174,0,3140,3,1,4,0,11,6,2,2,3,95,0,3,5,5,2,144,78,0,0,0,0,1,7,6,5,485000,0
800,3,60.0,7200,3,0,18,1,0,0,5,7,40,1,1,13,1,3,4,0,2,4,3,0,731,0,1,4,981,787,0,1768,1,1,3,2,7,6,2,5,5,27,3,1,5,5,2,0,0,264,0,0,0,1,6,8,4,175000,1
801,3,79.0,12798,0,4,4,1,0,5,6,5,98,1,1,12,2,3,4,2,2,4,1,2,616,2,1,4,616,1072,0,1688,2,1,4,2,8,6,0,3,1,83,2,2,5,5,2,403,114,185,0,0,0,3,5,8,4,200000,1
802,4,40.0,4800,3,4,9,2,0,2,4,7,20,1,1,8,2,3,4,1,4,4,3,3,1196,0,1,0,1196,0,0,1196,1,0,2,3,5,6,0,3,5,43,3,2,5,5,2,0,0,0,0,0,0,1,7,8,4,109900,1
803,3,63.0,8199,3,4,5,2,0,5,7,5,106,1,1,14,2,2,4,2,2,4,0,2,728,0,1,4,728,728,0,1456,2,1,3,2,7,6,1,2,1,91,0,2,5,5,2,36,18,0,0,0,0,1,10,8,4,189000,1
804,3,107.0,13891,3,4,16,2,0,5,9,5,109,3,1,12,3,0,4,2,0,4,1,6,1734,0,1,4,1734,1088,0,2822,3,1,4,0,12,6,1,2,3,95,2,3,5,5,2,52,170,0,0,192,0,1,1,6,5,582933,0
805,3,75.0,9000,3,4,12,2,0,2,5,5,55,1,1,13,2,3,4,1,4,4,3,3,936,4,1,4,1128,0,0,1128,1,0,2,3,5,2,0,3,1,40,3,1,5,5,2,0,0,0,0,0,0,1,6,8,3,118000,0
806,3,91.0,12274,0,2,21,2,0,2,7,5,109,1,1,12,3,2,4,2,2,4,3,6,1417,0,1,4,1428,0,0,1428,2,0,3,0,6,6,0,3,1,94,2,2,5,5,2,0,60,0,0,0,0,1,7,6,5,227680,0
807,3,75.0,9750,3,4,12,2,0,7,5,5,68,1,1,12,2,3,4,2,4,4,0,0,980,2,1,4,980,0,0,980,2,0,3,3,6,6,0,3,1,53,0,1,5,5,2,68,0,0,0,0,0,1,10,8,4,135500,0
808,3,144.0,21384,3,4,3,2,0,5,5,6,27,1,1,13,2,3,4,1,4,4,1,2,1324,0,1,4,1072,504,0,1576,1,1,3,2,6,6,1,5,1,11,2,2,5,5,2,0,312,0,0,0,0,1,5,8,4,223500,1
809,3,85.0,13400,3,4,12,2,0,7,5,5,67,1,1,12,1,3,4,1,4,4,0,0,1024,4,1,4,1086,0,0,1086,1,0,3,3,6,6,1,2,1,52,2,2,5,5,2,0,0,0,0,0,0,1,6,8,4,159950,1
