"","id","garagecars","garagetype_2Types","garagetype_Attchd","garagetype_Basment","garagetype_BuiltIn","garagetype_CarPort","garagetype_Detchd","garagetype_NA","garagefinish_Fin","garagefinish_RFn","garagefinish_Unf","garagefinish_NA"
"938",938,2,0,1,0,0,0,0,0,0,1,0,0
"939",939,3,0,1,0,0,0,0,0,0,1,0,0
"940",940,1,0,1,0,0,0,0,0,0,0,1,0
"941",941,2,0,1,0,0,0,0,0,0,0,1,0
"942",942,2,0,0,0,1,0,0,0,0,1,0,0
"943",943,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1
"944",944,2,0,1,0,0,0,0,0,0,0,1,0
"945",945,2,0,0,1,0,0,0,0,0,1,0,0
"946",946,2,0,0,0,0,0,1,0,0,0,1,0
"947",947,1,0,1,0,0,0,0,0,0,1,0,0
"948",948,3,0,1,0,0,0,0,0,1,0,0,0
"949",949,2,0,1,0,0,0,0,0,0,1,0,0
"950",950,2,0,1,0,0,0,0,0,0,1,0,0
"951",951,2,0,0,0,0,0,1,0,0,1,0,0
"952",952,1,0,0,0,0,0,1,0,0,0,1,0
"953",953,1,0,0,0,0,0,1,0,1,0,0,0
"954",954,2,0,1,0,0,0,0,0,0,1,0,0
"955",955,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1
"956",956,2,0,1,0,0,0,0,0,0,0,1,0
"957",957,2,0,1,0,0,0,0,0,1,0,0,0
"958",958,2,0,0,0,0,0,1,0,1,0,0,0
"959",959,2,0,1,0,0,0,0,0,0,1,0,0
"960",960,2,0,0,0,0,0,1,0,0,0,1,0
"961",961,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1
"962",962,2,0,1,0,0,0,0,0,1,0,0,0
"963",963,2,0,0,0,0,0,1,0,0,0,1,0
"964",964,2,0,1,0,0,0,0,0,1,0,0,0
"965",965,2,0,0,0,1,0,0,0,1,0,0,0
"966",966,2,0,1,0,0,0,0,0,1,0,0,0
"967",967,1,0,0,0,0,0,1,0,0,0,1,0
"968",968,1,0,1,0,0,0,0,0,0,0,1,0
"969",969,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1
"970",970,1,0,1,0,0,0,0,0,0,1,0,0
"971",971,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1
"972",972,2,0,0,0,1,0,0,0,0,1,0,0
"973",973,1,0,1,0,0,0,0,0,0,0,1,0
"974",974,2,0,1,0,0,0,0,0,1,0,0,0
"975",975,2,0,0,0,0,0,1,0,0,0,1,0
"976",976,2,0,0,0,0,0,1,0,0,0,1,0
"977",977,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1
"978",978,2,0,1,0,0,0,0,0,1,0,0,0
"979",979,2,0,0,0,0,0,1,0,0,0,1,0
"980",980,2,0,0,0,0,0,1,0,0,0,1,0
"981",981,2,0,1,0,0,0,0,0,0,1,0,0
"982",982,3,0,1,0,0,0,0,0,1,0,0,0
"983",983,2,0,1,0,0,0,0,0,1,0,0,0
"984",984,2,0,1,0,0,0,0,0,0,0,1,0
"985",985,2,0,1,0,0,0,0,0,0,0,1,0
"986",986,1,0,0,0,0,0,1,0,0,0,1,0
"987",987,1,0,1,0,0,0,0,0,0,0,1,0
"988",988,3,0,1,0,0,0,0,0,1,0,0,0
"989",989,2,0,1,0,0,0,0,0,1,0,0,0
"990",990,2,0,1,0,0,0,0,0,0,1,0,0
"991",991,3,0,1,0,0,0,0,0,1,0,0,0
"992",992,2,0,1,0,0,0,0,0,0,0,1,0
"993",993,2,0,1,0,0,0,0,0,0,1,0,0
"994",994,2,0,1,0,0,0,0,0,0,1,0,0
"995",995,3,0,1,0,0,0,0,0,1,0,0,0
"996",996,1,0,0,0,0,0,1,0,0,0,1,0
"997",997,1,0,1,0,0,0,0,0,0,0,1,0
"998",998,2,0,1,0,0,0,0,0,0,1,0,0
"999",999,1,0,0,0,0,0,1,0,0,0,1,0
"1000",1000,2,0,1,0,0,0,0,0,0,1,0,0
"1001",1001,2,0,0,0,0,0,1,0,0,0,1,0
"1002",1002,1,0,0,0,0,0,1,0,0,0,1,0
"1003",1003,3,0,1,0,0,0,0,0,0,1,0,0
"1004",1004,2,0,0,0,0,0,1,0,0,0,1,0
"1005",1005,2,0,1,0,0,0,0,0,1,0,0,0
"1006",1006,1,0,1,0,0,0,0,0,0,0,1,0
"1007",1007,2,0,1,0,0,0,0,0,0,0,1,0
"1008",1008,1,0,1,0,0,0,0,0,0,1,0,0
"1009",1009,2,0,1,0,0,0,0,0,1,0,0,0
"1010",1010,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1
"1011",1011,1,0,1,0,0,0,0,0,0,0,1,0
"1012",1012,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1
"1013",1013,1,0,0,0,0,0,1,0,0,0,1,0
"1014",1014,1,0,0,0,0,0,1,0,0,0,1,0
"1015",1015,1,0,0,0,0,0,1,0,0,0,1,0
"1016",1016,2,0,1,0,0,0,0,0,1,0,0,0
"1017",1017,2,0,1,0,0,0,0,0,1,0,0,0
"1018",1018,2,0,1,0,0,0,0,0,0,1,0,0
"1019",1019,2,0,1,0,0,0,0,0,0,1,0,0
"1020",1020,2,0,1,0,0,0,0,0,1,0,0,0
"1021",1021,2,0,1,0,0,0,0,0,1,0,0,0
"1022",1022,2,0,1,0,0,0,0,0,0,1,0,0
"1023",1023,1,0,0,0,0,0,1,0,0,0,1,0
"1024",1024,2,0,1,0,0,0,0,0,1,0,0,0
"1025",1025,2,0,1,0,0,0,0,0,1,0,0,0
"1026",1026,2,0,0,0,0,0,1,0,0,0,1,0
"1027",1027,2,0,1,0,0,0,0,0,0,0,1,0
"1028",1028,3,0,1,0,0,0,0,0,0,1,0,0
"1029",1029,1,0,1,0,0,0,0,0,0,0,1,0
"1030",1030,1,0,0,0,0,0,1,0,0,0,1,0
"1031",1031,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1
"1032",1032,2,0,0,1,0,0,0,0,1,0,0,0
"1033",1033,3,0,1,0,0,0,0,0,0,1,0,0
"1034",1034,3,0,1,0,0,0,0,0,0,0,1,0
"1035",1035,1,0,0,1,0,0,0,0,0,0,1,0
"1036",1036,1,0,0,0,0,0,1,0,0,0,1,0
"1037",1037,3,0,1,0,0,0,0,0,1,0,0,0
"1038",1038,2,0,0,0,1,0,0,0,1,0,0,0
"1039",1039,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1
"1040",1040,1,0,1,0,0,0,0,0,0,0,1,0
"1041",1041,2,0,1,0,0,0,0,0,0,1,0,0
"1042",1042,2,0,1,0,0,0,0,0,0,0,1,0
"1043",1043,2,0,1,0,0,0,0,0,0,1,0,0
"1044",1044,2,0,1,0,0,0,0,0,0,0,1,0
"1045",1045,2,0,1,0,0,0,0,0,1,0,0,0
"1046",1046,2,0,1,0,0,0,0,0,0,0,1,0
"1047",1047,3,0,0,0,1,0,0,0,1,0,0,0
"1048",1048,2,0,0,0,0,0,1,0,0,0,1,0
"1049",1049,2,0,1,0,0,0,0,0,0,0,1,0
"1050",1050,1,0,0,0,0,0,1,0,0,0,1,0
"1051",1051,2,0,1,0,0,0,0,0,1,0,0,0
"1052",1052,2,0,1,0,0,0,0,0,1,0,0,0
"1053",1053,2,0,1,0,0,0,0,0,0,1,0,0
"1054",1054,1,0,0,1,0,0,0,0,0,0,1,0
"1055",1055,2,0,1,0,0,0,0,0,1,0,0,0
"1056",1056,2,0,1,0,0,0,0,0,1,0,0,0
"1057",1057,2,0,1,0,0,0,0,0,0,1,0,0
"1058",1058,2,0,0,0,1,0,0,0,1,0,0,0
"1059",1059,3,0,1,0,0,0,0,0,1,0,0,0
"1060",1060,2,0,0,0,0,0,1,0,0,0,1,0
"1061",1061,2,0,1,0,0,0,0,0,1,0,0,0
"1062",1062,3,0,0,0,0,0,1,0,0,1,0,0
"1063",1063,2,0,0,0,0,0,1,0,0,0,1,0
"1064",1064,2,0,0,0,0,0,1,0,0,0,1,0
"1065",1065,2,0,1,0,0,0,0,0,0,1,0,0
"1066",1066,2,0,1,0,0,0,0,0,0,1,0,0
"1067",1067,2,0,1,0,0,0,0,0,0,1,0,0
"1068",1068,2,0,1,0,0,0,0,0,0,1,0,0
"1069",1069,2,0,1,0,0,0,0,0,1,0,0,0
"1070",1070,2,0,0,0,0,0,1,0,0,0,1,0
"1071",1071,1,0,1,0,0,0,0,0,0,0,1,0
"1072",1072,2,0,1,0,0,0,0,0,0,0,1,0
"1073",1073,1,0,0,0,0,0,1,0,0,0,1,0
"1074",1074,2,0,1,0,0,0,0,0,1,0,0,0
"1075",1075,3,0,1,0,0,0,0,0,0,1,0,0
"1076",1076,1,0,1,0,0,0,0,0,0,0,1,0
"1077",1077,2,0,1,0,0,0,0,0,0,0,1,0
"1078",1078,1,0,1,0,0,0,0,0,1,0,0,0
"1079",1079,2,0,1,0,0,0,0,0,0,1,0,0
"1080",1080,1,0,1,0,0,0,0,0,0,0,1,0
"1081",1081,2,0,1,0,0,0,0,0,0,1,0,0
"1082",1082,1,0,1,0,0,0,0,0,1,0,0,0
"1083",1083,2,0,1,0,0,0,0,0,0,1,0,0
"1084",1084,1,0,1,0,0,0,0,0,0,1,0,0
"1085",1085,2,0,1,0,0,0,0,0,1,0,0,0
"1086",1086,2,0,1,0,0,0,0,0,0,0,1,0
"1087",1087,1,0,1,0,0,0,0,0,0,1,0,0
"1088",1088,3,0,1,0,0,0,0,0,0,1,0,0
"1089",1089,2,0,0,0,0,0,1,0,0,0,1,0
"1090",1090,2,0,1,0,0,0,0,0,1,0,0,0
"1091",1091,2,0,0,0,0,0,1,0,0,0,1,0
"1092",1092,2,0,0,0,0,0,1,0,0,0,1,0
"1093",1093,2,0,0,0,0,0,1,0,0,0,1,0
"1094",1094,2,0,0,0,0,0,1,0,0,0,1,0
"1095",1095,1,0,1,0,0,0,0,0,1,0,0,0
"1096",1096,2,0,1,0,0,0,0,0,0,1,0,0
"1097",1097,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1
"1098",1098,2,0,1,0,0,0,0,0,0,1,0,0
"1099",1099,1,0,0,0,0,0,1,0,0,0,1,0
"1100",1100,2,0,1,0,0,0,0,0,0,1,0,0
"1101",1101,1,0,0,0,0,0,1,0,0,0,1,0
"1102",1102,1,0,0,0,0,0,1,0,0,0,1,0
"1103",1103,1,0,1,0,0,0,0,0,0,1,0,0
"1104",1104,2,0,0,0,1,0,0,0,1,0,0,0
"1105",1105,2,0,0,0,0,0,1,0,0,0,1,0
"1106",1106,2,0,1,0,0,0,0,0,0,1,0,0
"1107",1107,2,0,1,0,0,0,0,0,1,0,0,0
"1108",1108,2,0,0,0,1,0,0,0,0,1,0,0
"1109",1109,2,0,1,0,0,0,0,0,0,1,0,0
"1110",1110,3,0,1,0,0,0,0,0,1,0,0,0
"1111",1111,2,0,1,0,0,0,0,0,1,0,0,0
"1112",1112,2,0,1,0,0,0,0,0,0,1,0,0
"1113",1113,1,0,0,0,0,0,1,0,0,0,1,0
"1114",1114,1,0,1,0,0,0,0,0,0,0,1,0
"1115",1115,1,0,0,0,0,0,1,0,0,0,1,0
"1116",1116,3,0,1,0,0,0,0,0,0,1,0,0
"1117",1117,2,0,0,0,1,0,0,0,1,0,0,0
"1118",1118,2,0,1,0,0,0,0,0,0,1,0,0
"1119",1119,1,0,0,0,1,0,0,0,0,1,0,0
"1120",1120,1,0,1,0,0,0,0,0,0,1,0,0
"1121",1121,1,0,0,0,0,0,1,0,0,0,1,0
"1122",1122,3,0,1,0,0,0,0,0,0,1,0,0
"1123",1123,1,0,0,1,0,0,0,0,0,0,1,0
"1124",1124,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1
"1125",1125,2,0,1,0,0,0,0,0,1,0,0,0
"1126",1126,2,0,0,0,0,0,1,0,0,0,1,0
"1127",1127,3,0,1,0,0,0,0,0,1,0,0,0
"1128",1128,3,0,1,0,0,0,0,0,1,0,0,0
"1129",1129,2,0,0,0,1,0,0,0,1,0,0,0
"1130",1130,2,0,0,0,0,0,1,0,0,0,1,0
"1131",1131,2,0,0,0,0,0,1,0,0,0,1,0
"1132",1132,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1
"1133",1133,1,0,0,0,0,0,1,0,0,0,1,0
"1134",1134,2,0,1,0,0,0,0,0,0,1,0,0
"1135",1135,2,0,1,0,0,0,0,0,1,0,0,0
"1136",1136,1,0,0,0,0,0,1,0,0,0,1,0
"1137",1137,1,0,1,0,0,0,0,0,0,0,1,0
"1138",1138,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1
"1139",1139,2,0,1,0,0,0,0,0,0,1,0,0
"1140",1140,2,0,0,0,0,0,1,0,0,0,1,0
"1141",1141,2,0,0,0,0,0,1,0,0,0,1,0
"1142",1142,2,0,1,0,0,0,0,0,0,0,1,0
"1143",1143,3,0,0,0,1,0,0,0,0,1,0,0
"1144",1144,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1
"1145",1145,1,0,0,0,0,0,1,0,0,0,1,0
"1146",1146,1,0,0,0,0,0,1,0,0,0,1,0
"1147",1147,2,0,1,0,0,0,0,0,0,0,1,0
"1148",1148,1,0,1,0,0,0,0,0,0,0,1,0
"1149",1149,1,0,0,0,0,0,1,0,0,0,1,0
"1150",1150,2,0,0,0,0,0,1,0,0,0,1,0
"1151",1151,1,0,1,0,0,0,0,0,0,0,1,0
"1152",1152,2,0,1,0,0,0,0,0,1,0,0,0
"1153",1153,2,0,1,0,0,0,0,0,1,0,0,0
"1154",1154,1,0,0,0,0,0,1,0,0,0,1,0
"1155",1155,2,0,1,0,0,0,0,0,0,0,1,0
"1156",1156,2,0,1,0,0,0,0,0,0,1,0,0
"1157",1157,2,0,1,0,0,0,0,0,0,1,0,0
"1158",1158,2,0,1,0,0,0,0,0,0,1,0,0
"1159",1159,3,0,1,0,0,0,0,0,0,1,0,0
"1160",1160,2,0,1,0,0,0,0,0,0,1,0,0
"1161",1161,2,0,1,0,0,0,0,0,0,0,1,0
"1162",1162,2,0,0,0,0,0,1,0,0,0,1,0
"1163",1163,2,0,1,0,0,0,0,0,1,0,0,0
"1164",1164,2,0,0,0,0,1,0,0,0,0,1,0
"1165",1165,2,0,1,0,0,0,0,0,0,0,1,0
"1166",1166,2,0,1,0,0,0,0,0,0,1,0,0
"1167",1167,3,0,1,0,0,0,0,0,0,1,0,0
"1168",1168,2,0,1,0,0,0,0,0,1,0,0,0
"1169",1169,2,0,0,1,0,0,0,0,0,0,1,0
"1170",1170,3,0,1,0,0,0,0,0,1,0,0,0
"1171",1171,1,0,1,0,0,0,0,0,1,0,0,0
"1172",1172,2,0,1,0,0,0,0,0,0,1,0,0
"1173",1173,2,0,0,0,0,0,1,0,1,0,0,0
"1174",1174,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1
"1175",1175,2,0,0,0,0,0,1,0,0,0,1,0
"1176",1176,2,0,1,0,0,0,0,0,1,0,0,0
"1177",1177,1,0,1,0,0,0,0,0,0,0,1,0
"1178",1178,1,0,0,0,0,0,1,0,0,0,1,0
"1179",1179,1,0,0,0,0,0,1,0,0,0,1,0
"1180",1180,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1
"1181",1181,2,0,1,0,0,0,0,0,1,0,0,0
"1182",1182,2,0,1,0,0,0,0,0,1,0,0,0
"1183",1183,3,0,1,0,0,0,0,0,1,0,0,0
"1184",1184,2,0,0,0,0,0,1,0,0,0,1,0
"1185",1185,3,1,0,0,0,0,0,0,0,1,0,0
"1186",1186,1,0,1,0,0,0,0,0,0,0,1,0
"1187",1187,2,0,0,0,0,1,0,0,0,0,1,0
"1188",1188,3,0,1,0,0,0,0,0,0,1,0,0
"1189",1189,2,0,1,0,0,0,0,0,0,1,0,0
"1190",1190,2,0,1,0,0,0,0,0,1,0,0,0
"1191",1191,4,1,0,0,0,0,0,0,1,0,0,0
"1192",1192,2,0,0,0,0,0,1,0,0,0,1,0
"1193",1193,1,0,0,0,0,0,1,0,0,0,1,0
"1194",1194,2,0,1,0,0,0,0,0,1,0,0,0
"1195",1195,1,0,1,0,0,0,0,0,1,0,0,0
"1196",1196,2,0,1,0,0,0,0,0,1,0,0,0
"1197",1197,3,0,0,0,1,0,0,0,1,0,0,0
"1198",1198,1,0,0,0,0,0,1,0,0,0,1,0
"1199",1199,2,0,1,0,0,0,0,0,0,1,0,0
"1200",1200,2,0,1,0,0,0,0,0,0,0,1,0
"1201",1201,1,0,1,0,0,0,0,0,0,0,1,0
"1202",1202,2,0,1,0,0,0,0,0,0,1,0,0
"1203",1203,1,0,0,0,0,0,1,0,0,0,1,0
"1204",1204,2,0,1,0,0,0,0,0,0,0,1,0
"1205",1205,2,0,1,0,0,0,0,0,0,1,0,0
"1206",1206,3,0,1,0,0,0,0,0,0,1,0,0
"1207",1207,1,0,0,0,0,0,1,0,0,0,1,0
"1208",1208,2,0,1,0,0,0,0,0,0,1,0,0
"1209",1209,2,0,0,0,0,0,1,0,0,0,1,0
"1210",1210,2,0,1,0,0,0,0,0,0,1,0,0
"1211",1211,2,0,1,0,0,0,0,0,0,1,0,0
"1212",1212,2,0,0,1,0,0,0,0,0,1,0,0
"1213",1213,1,0,1,0,0,0,0,0,0,0,1,0
"1214",1214,1,0,1,0,0,0,0,0,0,0,1,0
"1215",1215,1,0,1,0,0,0,0,0,0,0,1,0
"1216",1216,1,0,0,0,0,0,1,0,0,1,0,0
"1217",1217,2,0,1,0,0,0,0,0,0,0,1,0
"1218",1218,2,0,1,0,0,0,0,0,0,1,0,0
"1219",1219,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1
"1220",1220,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1
"1221",1221,1,0,1,0,0,0,0,0,0,0,1,0
"1222",1222,1,0,1,0,0,0,0,0,0,0,1,0
"1223",1223,1,0,1,0,0,0,0,0,0,0,1,0
"1224",1224,2,0,0,0,0,0,1,0,0,0,1,0
"1225",1225,2,0,1,0,0,0,0,0,1,0,0,0
"1226",1226,1,0,1,0,0,0,0,0,0,1,0,0
"1227",1227,3,0,0,0,1,0,0,0,1,0,0,0
"1228",1228,2,0,0,0,0,0,1,0,0,0,1,0
"1229",1229,3,0,1,0,0,0,0,0,1,0,0,0
"1230",1230,1,0,0,1,0,0,0,0,0,0,1,0
"1231",1231,2,0,0,0,1,0,0,0,0,1,0,0
"1232",1232,2,0,1,0,0,0,0,0,0,0,1,0
"1233",1233,2,0,0,0,0,1,0,0,0,0,1,0
"1234",1234,2,0,1,0,0,0,0,0,0,1,0,0
"1235",1235,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1
"1236",1236,1,0,0,0,0,0,1,0,0,0,1,0
"1237",1237,2,0,0,0,1,0,0,0,0,1,0,0
"1238",1238,2,0,0,0,1,0,0,0,1,0,0,0
"1239",1239,2,0,0,0,0,0,1,0,0,0,1,0
"1240",1240,2,0,1,0,0,0,0,0,0,1,0,0
"1241",1241,2,0,1,0,0,0,0,0,0,1,0,0
"1242",1242,3,0,1,0,0,0,0,0,0,1,0,0
"1243",1243,2,0,1,0,0,0,0,0,0,1,0,0
"1244",1244,3,0,1,0,0,0,0,0,1,0,0,0
"1245",1245,2,0,0,0,0,0,1,0,0,0,1,0
"1246",1246,2,0,0,0,1,0,0,0,1,0,0,0
"1247",1247,2,0,1,0,0,0,0,0,0,1,0,0
"1248",1248,3,0,1,0,0,0,0,0,0,0,1,0
"1249",1249,2,0,0,0,0,0,1,0,0,0,1,0
"1250",1250,1,0,1,0,0,0,0,0,0,0,1,0
"1251",1251,2,0,1,0,0,0,0,0,1,0,0,0
"1252",1252,2,0,1,0,0,0,0,0,0,1,0,0
"1253",1253,1,0,1,0,0,0,0,0,0,1,0,0
"1254",1254,2,0,1,0,0,0,0,0,0,1,0,0
"1255",1255,2,0,0,0,1,0,0,0,1,0,0,0
"1256",1256,1,0,0,0,0,0,1,0,0,0,1,0
"1257",1257,2,0,1,0,0,0,0,0,1,0,0,0
"1258",1258,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1
"1259",1259,2,0,1,0,0,0,0,0,1,0,0,0
"1260",1260,2,0,1,0,0,0,0,0,0,0,1,0
"1261",1261,2,0,0,0,1,0,0,0,1,0,0,0
"1262",1262,1,0,1,0,0,0,0,0,0,0,1,0
"1263",1263,1,0,1,0,0,0,0,0,0,0,1,0
"1264",1264,2,0,0,0,0,0,1,0,0,0,1,0
"1265",1265,2,0,1,0,0,0,0,0,1,0,0,0
"1266",1266,2,0,0,0,0,0,1,0,0,0,1,0
"1267",1267,1,0,0,0,0,0,1,0,0,0,1,0
"1268",1268,3,0,1,0,0,0,0,0,1,0,0,0
"1269",1269,3,0,0,0,1,0,0,0,0,0,1,0
"1270",1270,1,0,1,0,0,0,0,0,0,0,1,0
"1271",1271,2,0,1,0,0,0,0,0,1,0,0,0
"1272",1272,2,0,1,0,0,0,0,0,0,1,0,0
"1273",1273,1,0,1,0,0,0,0,0,0,0,1,0
"1274",1274,1,0,0,1,0,0,0,0,0,1,0,0
"1275",1275,2,0,0,0,0,0,1,0,0,0,1,0
"1276",1276,2,0,0,0,0,0,1,0,0,0,1,0
"1277",1277,2,0,1,0,0,0,0,0,0,0,1,0
"1278",1278,2,0,1,0,0,0,0,0,0,1,0,0
"1279",1279,2,0,1,0,0,0,0,0,0,1,0,0
"1280",1280,2,0,0,0,0,0,1,0,0,1,0,0
"1281",1281,2,0,1,0,0,0,0,0,0,1,0,0
"1282",1282,2,0,1,0,0,0,0,0,1,0,0,0
"1283",1283,2,0,0,0,0,0,1,0,0,0,1,0
"1284",1284,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1
"1285",1285,1,0,0,0,0,0,1,0,0,0,1,0
"1286",1286,1,0,0,0,0,0,1,0,0,0,1,0
"1287",1287,2,0,1,0,0,0,0,0,0,0,1,0
"1288",1288,2,0,1,0,0,0,0,0,0,0,1,0
"1289",1289,2,0,1,0,0,0,0,0,1,0,0,0
"1290",1290,3,0,0,0,1,0,0,0,1,0,0,0
"1291",1291,2,0,1,0,0,0,0,0,0,1,0,0
"1292",1292,1,0,0,0,0,0,1,0,0,0,1,0
"1293",1293,1,0,1,0,0,0,0,0,0,1,0,0
"1294",1294,2,0,1,0,0,0,0,0,0,1,0,0
"1295",1295,2,0,0,0,0,0,1,0,0,0,1,0
"1296",1296,1,0,1,0,0,0,0,0,0,1,0,0
"1297",1297,2,0,1,0,0,0,0,0,0,1,0,0
"1298",1298,2,0,0,1,0,0,0,0,1,0,0,0
"1299",1299,2,0,1,0,0,0,0,0,1,0,0,0
"1300",1300,1,0,1,0,0,0,0,0,0,1,0,0
"1301",1301,2,0,1,0,0,0,0,0,1,0,0,0
"1302",1302,1,0,1,0,0,0,0,0,0,0,1,0
"1303",1303,3,0,1,0,0,0,0,0,0,1,0,0
"1304",1304,3,0,1,0,0,0,0,0,0,1,0,0
"1305",1305,2,0,0,0,0,0,1,0,0,0,1,0
"1306",1306,2,0,1,0,0,0,0,0,1,0,0,0
"1307",1307,2,0,1,0,0,0,0,0,0,1,0,0
"1308",1308,2,0,0,0,0,0,1,0,0,0,1,0
"1309",1309,2,0,1,0,0,0,0,0,0,0,1,0
"1310",1310,2,0,1,0,0,0,0,0,0,1,0,0
"1311",1311,2,0,1,0,0,0,0,0,1,0,0,0
"1312",1312,2,0,1,0,0,0,0,0,0,1,0,0
"1313",1313,2,0,1,0,0,0,0,0,0,1,0,0
"1314",1314,3,0,0,0,1,0,0,0,1,0,0,0
"1315",1315,1,0,0,0,0,0,1,0,0,0,1,0
"1316",1316,2,0,1,0,0,0,0,0,0,0,1,0
"1317",1317,3,0,1,0,0,0,0,0,0,1,0,0
"1318",1318,2,0,1,0,0,0,0,0,0,1,0,0
"1319",1319,3,0,1,0,0,0,0,0,0,1,0,0
"1320",1320,1,0,1,0,0,0,0,0,0,0,1,0
"1321",1321,2,0,1,0,0,0,0,0,0,1,0,0
"1322",1322,1,0,0,0,0,0,1,0,0,0,1,0
"1323",1323,2,0,1,0,0,0,0,0,0,1,0,0
"1324",1324,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1
"1325",1325,3,0,1,0,0,0,0,0,0,1,0,0
"1326",1326,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1
"1327",1327,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1
"1328",1328,1,0,1,0,0,0,0,0,0,0,1,0
"1329",1329,2,0,0,0,0,0,1,0,0,0,1,0
"1330",1330,2,0,1,0,0,0,0,0,1,0,0,0
"1331",1331,3,0,1,0,0,0,0,0,0,1,0,0
"1332",1332,2,0,0,0,0,0,1,0,0,0,1,0
"1333",1333,1,0,0,0,0,0,1,0,0,0,1,0
"1334",1334,1,0,0,0,0,0,1,0,0,0,1,0
"1335",1335,2,0,1,0,0,0,0,0,0,0,1,0
"1336",1336,2,0,1,0,0,0,0,0,0,1,0,0
"1337",1337,2,0,0,0,0,0,1,0,0,0,1,0
"1338",1338,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1
"1339",1339,2,0,0,0,1,0,0,0,0,1,0,0
"1340",1340,1,0,1,0,0,0,0,0,0,1,0,0
"1341",1341,4,0,0,0,0,0,1,0,0,0,1,0
"1342",1342,2,0,0,0,0,0,1,0,0,0,1,0
"1343",1343,2,0,1,0,0,0,0,0,0,1,0,0
"1344",1344,2,0,0,0,0,0,1,0,0,0,1,0
"1345",1345,2,0,1,0,0,0,0,0,1,0,0,0
"1346",1346,1,0,0,0,0,0,1,0,0,0,1,0
"1347",1347,2,0,1,0,0,0,0,0,0,1,0,0
"1348",1348,3,0,1,0,0,0,0,0,1,0,0,0
"1349",1349,2,0,1,0,0,0,0,0,0,1,0,0
"1350",1350,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1
"1351",1351,4,0,0,0,0,0,1,0,0,0,1,0
"1352",1352,2,0,1,0,0,0,0,0,1,0,0,0
"1353",1353,2,0,0,0,0,0,1,0,0,0,1,0
"1354",1354,3,0,1,0,0,0,0,0,1,0,0,0
"1355",1355,3,0,1,0,0,0,0,0,0,1,0,0
"1356",1356,2,0,1,0,0,0,0,0,0,1,0,0
"1357",1357,1,0,1,0,0,0,0,0,0,1,0,0
"1358",1358,2,0,1,0,0,0,0,0,1,0,0,0
"1359",1359,2,0,0,0,0,0,1,0,0,0,1,0
"1360",1360,3,0,1,0,0,0,0,0,1,0,0,0
"1361",1361,2,0,0,0,1,0,0,0,0,1,0,0
"1362",1362,2,0,1,0,0,0,0,0,1,0,0,0
"1363",1363,1,0,1,0,0,0,0,0,0,0,1,0
"1364",1364,2,0,0,0,1,0,0,0,1,0,0,0
"1365",1365,2,0,0,0,0,0,1,0,0,1,0,0
"1366",1366,2,0,1,0,0,0,0,0,0,1,0,0
"1367",1367,2,0,1,0,0,0,0,0,0,1,0,0
"1368",1368,1,0,1,0,0,0,0,0,0,1,0,0
"1369",1369,2,0,1,0,0,0,0,0,1,0,0,0
"1370",1370,2,0,1,0,0,0,0,0,1,0,0,0
"1371",1371,1,0,0,0,0,0,1,0,1,0,0,0
"1372",1372,1,0,0,0,1,0,0,0,0,1,0,0
"1373",1373,2,0,0,0,0,0,1,0,0,1,0,0
"1374",1374,3,0,1,0,0,0,0,0,0,1,0,0
"1375",1375,3,0,1,0,0,0,0,0,1,0,0,0
"1376",1376,3,0,1,0,0,0,0,0,1,0,0,0
"1377",1377,1,0,0,0,0,0,1,0,0,0,1,0
"1378",1378,2,0,0,0,0,0,1,0,0,0,1,0
"1379",1379,1,0,0,0,0,0,1,0,0,0,1,0
"1380",1380,2,0,0,0,1,0,0,0,1,0,0,0
"1381",1381,1,0,0,0,0,0,1,0,0,0,1,0
